word	root	singular	plural	source
اخوتك	ءخو	اخوتك		quran-word-index-fallback
اخوك	ءخو	اخوك		quran-word-index-fallback
اخوهم	ءخو	اخوهم		quran-word-index-fallback
اخويكم	ءخو	اخويكم		quran-word-index-fallback
اخيه	ءخو	اخيه		quran-word-index-fallback
ادا	ءدد	ادا		quran-word-index-fallback
ادارك	درك	ادارك		quran-word-index-fallback
اداركوا	درك	اداركوا		quran-word-index-fallback
ادباركم	دبر	ادباركم		quran-word-index-fallback
ادبارها	دبر	ادبارها		quran-word-index-fallback
ادبارهم	دبر	ادبارهم		quran-word-index-fallback
ادبر	دبر	ادبر		quran-word-index-fallback
ادخل	دخل	ادخل		quran-word-index-fallback
ادخلا	دخل	ادخلا		quran-word-index-fallback
ادخلنا	دخل	ادخلنا		quran-word-index-fallback
ادخلوا	دخل	ادخلوا		quran-word-index-fallback
ادخلوها	دخل	ادخلوها		quran-word-index-fallback
ادر	دري	ادر		quran-word-index-fallback
ادرا	دري	ادرا		quran-word-index-fallback
ادراك	دري	ادراك		quran-word-index-fallback
ادراكم	دري	ادراكم		quran-word-index-fallback
ادركه	درك	ادركه		quran-word-index-fallback
ادع	دعو	ادع		quran-word-index-fallback
ادعهن	دعو	ادعهن		quran-word-index-fallback
ادعوا	دعو	ادعوا		quran-word-index-fallback
ادعوتموهم	دعو	ادعوتموهم		quran-word-index-fallback
ادعوكم	دعو	ادعوكم		quran-word-index-fallback
ادعونا	دعو	ادعونا		quran-word-index-fallback
ادعوهم	دعو	ادعوهم		quran-word-index-fallback
ادعياءكم	دعو	ادعياءكم		quran-word-index-fallback
ادعياءهم	دعو	ادعياءهم		quran-word-index-fallback
ادفع	دفع	ادفع		quran-word-index-fallback
ادفعوا	دفع	ادفعوا		quran-word-index-fallback
ادلك	دلل	ادلك		quran-word-index-fallback
ادلكم	دلل	ادلكم		quran-word-index-fallback
ادنا	دنو	ادنا		quran-word-index-fallback
ادها	دهي	ادها		quran-word-index-fallback
ادوا	ءدي	ادوا		quran-word-index-fallback
اذا	ءذي	اذا		quran-word-index-fallback
اذاعوا	ذيع	اذاعوا		quran-word-index-fallback
اذاقهم	ذوق	اذاقهم		quran-word-index-fallback
اذاهم	ءذي	اذاهم		quran-word-index-fallback
اذبحك	ذبح	اذبحك		quran-word-index-fallback
اذقنا	ذوق	اذقنا		quran-word-index-fallback
اذقناه	ذوق	اذقناه		quran-word-index-fallback
اذكر	ذكر	اذكر		quran-word-index-fallback
اذكركم	ذكر	اذكركم		quran-word-index-fallback
اذكرنا	ذكر	اذكرنا		quran-word-index-fallback
اذكره	ذكر	اذكره		quran-word-index-fallback
اذكروا	ذكر	اذكروا		quran-word-index-fallback
اذلة	ذلل	اذلة		quran-word-index-fallback
اذن	ءذن	اذن		quran-word-index-fallback
اذنت	ءذن	اذنت		quran-word-index-fallback
اذنه	ءذن	اذنه		quran-word-index-fallback
اذنيه	ءذن	اذنيه		quran-word-index-fallback
اذهب	ذهب	اذهب		quran-word-index-fallback
اذهبا	ذهب	اذهبا		quran-word-index-fallback
اذهبتم	ذهب	اذهبتم		quran-word-index-fallback
اذهبوا	ذهب	اذهبوا		quran-word-index-fallback
ارءيت	رءي	ارءيت		quran-word-index-fallback
ارءيتك	رءي	ارءيتك		quran-word-index-fallback
ارءيتكم	رءي	ارءيتكم		quran-word-index-fallback
ارءيتم	رءي	ارءيتم		quran-word-index-fallback
ارا	رءي	ارا		quran-word-index-fallback
اراد	رود	اراد		quran-word-index-fallback
ارادا	رود	ارادا		quran-word-index-fallback
ارادنا	رود	ارادنا		quran-word-index-fallback
ارادوا	رود	ارادوا		quran-word-index-fallback
اراذلنا	رذل	اراذلنا		quran-word-index-fallback
اراغب	رغب	اراغب		quran-word-index-fallback
اراك	رءي	اراك		quran-word-index-fallback
اراكم	رءي	اراكم		quran-word-index-fallback
اراكهم	رءي	اراكهم		quran-word-index-fallback
ارانا	رءي	ارانا		quran-word-index-fallback
اربا	ربو	اربا		quran-word-index-fallback
اربابا	ربب	اربابا		quran-word-index-fallback
اربع	ربع	اربع		quran-word-index-fallback
اربعة	ربع	اربعة		quran-word-index-fallback
اربعين	ربع	اربعين		quran-word-index-fallback
ارتابوا	ريب	ارتابوا		quran-word-index-fallback
ارتبتم	ريب	ارتبتم		quran-word-index-fallback
ارتدوا	ردد	ارتدوا		quran-word-index-fallback
ارتضا	رضو	ارتضا		quran-word-index-fallback
ارجاءها	رجو	ارجاءها		quran-word-index-fallback
ارجع	رجع	ارجع		quran-word-index-fallback
ارجعا	رجع	ارجعا		quran-word-index-fallback
ارجعوا	رجع	ارجعوا		quran-word-index-fallback
ارجعون	رجع	ارجعون		quran-word-index-fallback
ارجل	رجل	ارجل		quran-word-index-fallback
ارجلكم	رجل	ارجلكم		quran-word-index-fallback
ارجلهم	رجل	ارجلهم		quran-word-index-fallback
ارجه	رجو	ارجه		quran-word-index-fallback
ارحام	رحم	ارحام		quran-word-index-fallback
ارحامكم	رحم	ارحامكم		quran-word-index-fallback
ارحامهن	رحم	ارحامهن		quran-word-index-fallback
ارحم	رحم	ارحم		quran-word-index-fallback
ارحمهما	رحم	ارحمهما		quran-word-index-fallback
ارداكم	ردي	ارداكم		quran-word-index-fallback
اردت	رود	اردت		quran-word-index-fallback
اردتم	رود	اردتم		quran-word-index-fallback
اردن	رود	اردن		quran-word-index-fallback
اردنا	رود	اردنا		quran-word-index-fallback
اردناه	رود	اردناه		quran-word-index-fallback
ارذل	رذل	ارذل		quran-word-index-fallback
ارساها	رسو	ارساها		quran-word-index-fallback
ارسل	رسل	ارسل		quran-word-index-fallback
ارسلت	رسل	ارسلت		quran-word-index-fallback
ارسلتم	رسل	ارسلتم		quran-word-index-fallback
ارسلنا	رسل	ارسلنا		quran-word-index-fallback
ارسلناك	رسل	ارسلناك		quran-word-index-fallback
ارسلناه	رسل	ارسلناه		quran-word-index-fallback
ارسله	رسل	ارسله		quran-word-index-fallback
ارسلوا	رسل	ارسلوا		quran-word-index-fallback
ارض	ءرض	ارض		quran-word-index-fallback
ارضا	ءرض	ارضا		quran-word-index-fallback
ارضعت	رضع	ارضعت		quran-word-index-fallback
ارضعن	رضع	ارضعن		quran-word-index-fallback
ارضعنكم	رضع	ارضعنكم		quran-word-index-fallback
ارضعيه	رضع	ارضعيه		quran-word-index-fallback
ارضكم	ءرض	ارضكم		quran-word-index-fallback
ارضنا	ءرض	ارضنا		quran-word-index-fallback
ارضهم	ءرض	ارضهم		quran-word-index-fallback
ارضيتم	رضو	ارضيتم		quran-word-index-fallback
اركب	ركب	اركب		quran-word-index-fallback
اركبوا	ركب	اركبوا		quran-word-index-fallback
اركسهم	ركس	اركسهم		quran-word-index-fallback
اركسوا	ركس	اركسوا		quran-word-index-fallback
اركض	ركض	اركض		quran-word-index-fallback
اركعوا	ركع	اركعوا		quran-word-index-fallback
ارنا	رءي	ارنا		quran-word-index-fallback
ارهطا	رهط	ارهطا		quran-word-index-fallback
ارونا	رءي	ارونا		quran-word-index-fallback
اريد	رود	اريد		quran-word-index-fallback
اريكم	رءي	اريكم		quran-word-index-fallback
اريناك	رءي	اريناك		quran-word-index-fallback
اريناه	رءي	اريناه		quran-word-index-fallback
ازا	ءزز	ازا		quran-word-index-fallback
ازاغ	زيغ	ازاغ		quran-word-index-fallback
ازدادوا	زيد	ازدادوا		quran-word-index-fallback
ازرا	ءزر	ازرا		quran-word-index-fallback
ازفت	ءزف	ازفت		quran-word-index-fallback
ازكا	زكو	ازكا		quran-word-index-fallback
ازلفت	زلف	ازلفت		quran-word-index-fallback
ازواج	زوج	ازواج		quran-word-index-fallback
ازواجا	زوج	ازواجا		quran-word-index-fallback
ازواجك	زوج	ازواجك		quran-word-index-fallback
ازواجكم	زوج	ازواجكم		quran-word-index-fallback
ازواجنا	زوج	ازواجنا		quran-word-index-fallback
ازواجه	زوج	ازواجه		quran-word-index-fallback
ازواجهم	زوج	ازواجهم		quran-word-index-fallback
ازواجهن	زوج	ازواجهن		quran-word-index-fallback
ازيد	زيد	ازيد		quran-word-index-fallback
اساء	سوء	اساء		quran-word-index-fallback
اساتم	سوء	اساتم		quran-word-index-fallback
اسارا	ءسر	اسارا		quran-word-index-fallback
اساطير	سطر	اساطير		quran-word-index-fallback
اساوا	سوء	اساوا		quran-word-index-fallback
اساور	سور	اساور		quran-word-index-fallback
اسباب	سبب	اسباب		quran-word-index-fallback
اسباطا	سبط	اسباطا		quran-word-index-fallback
استبدال	بدل	استبدال		quran-word-index-fallback
استجابوا	جوب	استجابوا		quran-word-index-fallback
استجارك	جور	استجارك		quran-word-index-fallback
استجب	جوب	استجب		quran-word-index-fallback
استجرت	ءجر	استجرت		quran-word-index-fallback
استجره	ءجر	استجره		quran-word-index-fallback
استجيب	جوب	استجيب		quran-word-index-fallback
استجيبوا	جوب	استجيبوا		quran-word-index-fallback
استحبوا	حبب	استحبوا		quran-word-index-fallback
استحفظوا	حفظ	استحفظوا		quran-word-index-fallback
استحق	حقق	استحق		quran-word-index-fallback
استحقا	حقق	استحقا		quran-word-index-fallback
استحوذ	حوذ	استحوذ		quran-word-index-fallback
استحياء	حيي	استحياء		quran-word-index-fallback
استخرجها	خرج	استخرجها		quran-word-index-fallback
استخلصه	خلص	استخلصه		quran-word-index-fallback
استخلف	خلف	استخلف		quran-word-index-fallback
استذن	ءذن	استذن		quran-word-index-fallback
استذنك	ءذن	استذنك		quran-word-index-fallback
استذنوك	ءذن	استذنوك		quran-word-index-fallback
استرق	سرق	استرق		quran-word-index-fallback
استزلهم	زلل	استزلهم		quran-word-index-fallback
استسقا	سقي	استسقا		quran-word-index-fallback
استسقاه	سقي	استسقاه		quran-word-index-fallback
استضعفوا	ضعف	استضعفوا		quran-word-index-fallback
استضعفونا	ضعف	استضعفونا		quran-word-index-fallback
استطاع	طوع	استطاع		quran-word-index-fallback
استطاعوا	طوع	استطاعوا		quran-word-index-fallback
استطعت	طوع	استطعت		quran-word-index-fallback
استطعتم	طوع	استطعتم		quran-word-index-fallback
استطعما	طعم	استطعما		quran-word-index-fallback
استطعنا	طوع	استطعنا		quran-word-index-fallback
استعجالهم	عجل	استعجالهم		quran-word-index-fallback
استعجلتم	عجل	استعجلتم		quran-word-index-fallback
استعلا	علو	استعلا		quran-word-index-fallback
استعينوا	عون	استعينوا		quran-word-index-fallback
استغفار	غفر	استغفار		quran-word-index-fallback
استغفر	غفر	استغفر		quran-word-index-fallback
استغفرت	غفر	استغفرت		quran-word-index-fallback
استغفروا	غفر	استغفروا		quran-word-index-fallback
استغنا	غني	استغنا		quran-word-index-fallback
استقاموا	قوم	استقاموا		quran-word-index-fallback
استقر	قرر	استقر		quran-word-index-fallback
استكانوا	كين	استكانوا		quran-word-index-fallback
استكبارا	كبر	استكبارا		quran-word-index-fallback
استكبر	كبر	استكبر		quran-word-index-fallback
استكبرت	كبر	استكبرت		quran-word-index-fallback
استكبرتم	كبر	استكبرتم		quran-word-index-fallback
استكبروا	كبر	استكبروا		quran-word-index-fallback
استكثرتم	كثر	استكثرتم		quran-word-index-fallback
استمتع	متع	استمتع		quran-word-index-fallback
استمتعتم	متع	استمتعتم		quran-word-index-fallback
استمسك	مسك	استمسك		quran-word-index-fallback
استمع	سمع	استمع		quran-word-index-fallback
استمعوه	سمع	استمعوه		quran-word-index-fallback
استنصره	نصر	استنصره		quran-word-index-fallback
استنصروكم	نصر	استنصروكم		quran-word-index-fallback
استنكفوا	نكف	استنكفوا		quran-word-index-fallback
استهزء	هزء	استهزء		quran-word-index-fallback
استهزءوا	هزء	استهزءوا		quran-word-index-fallback
استهوته	هوي	استهوته		quran-word-index-fallback
استوا	سوي	استوا		quran-word-index-fallback
استوقد	وقد	استوقد		quran-word-index-fallback
استويت	سوي	استويت		quran-word-index-fallback
استويتم	سوي	استويتم		quran-word-index-fallback
استيس	يءس	استيس		quran-word-index-fallback
استيسر	يسر	استيسر		quran-word-index-fallback
استيسوا	يءس	استيسوا		quran-word-index-fallback
اسجدوا	سجد	اسجدوا		quran-word-index-fallback
اسحر	سحر	اسحر		quran-word-index-fallback
اسخط	سخط	اسخط		quran-word-index-fallback
اسر	سرر	اسر		quran-word-index-fallback
اسر	سري	اسر		quran-word-index-fallback
اسرا	ءسر	اسرا		quran-word-index-fallback
اسرا	سري	اسرا		quran-word-index-fallback
اسرارا	سرر	اسرارا		quran-word-index-fallback
اسرارهم	سرر	اسرارهم		quran-word-index-fallback
اسرافا	سرف	اسرافا		quran-word-index-fallback
اسرع	سرع	اسرع		quran-word-index-fallback
اسرف	سرف	اسرف		quran-word-index-fallback
اسرفوا	سرف	اسرفوا		quran-word-index-fallback
اسرهم	ءسر	اسرهم		quran-word-index-fallback
اسروا	سرر	اسروا		quran-word-index-fallback
اسس	ءسس	اسس		quran-word-index-fallback
اسطاعوا	طوع	اسطاعوا		quran-word-index-fallback
اسفا	ءسف	اسفا		quran-word-index-fallback
اسفارا	سفر	اسفارا		quran-word-index-fallback
اسفارنا	سفر	اسفارنا		quran-word-index-fallback
اسفر	سفر	اسفر		quran-word-index-fallback
اسفل	سفل	اسفل		quran-word-index-fallback
اسكن	سكن	اسكن		quran-word-index-fallback
اسكنت	سكن	اسكنت		quran-word-index-fallback
اسكنوا	سكن	اسكنوا		quran-word-index-fallback
اسكنوهن	سكن	اسكنوهن		quran-word-index-fallback
اسلامكم	سلم	اسلامكم		quran-word-index-fallback
اسلامهم	سلم	اسلامهم		quran-word-index-fallback
اسلحتكم	سلح	اسلحتكم		quran-word-index-fallback
اسلحتهم	سلح	اسلحتهم		quran-word-index-fallback
اسلفت	سلف	اسلفت		quran-word-index-fallback
اسلفتم	سلف	اسلفتم		quran-word-index-fallback
اسلك	سءل	اسلك		quran-word-index-fallback
اسلك	سلك	اسلك		quran-word-index-fallback
اسلكم	سءل	اسلكم		quran-word-index-fallback
اسلم	سلم	اسلم		quran-word-index-fallback
اسلما	سلم	اسلما		quran-word-index-fallback
اسلمت	سلم	اسلمت		quran-word-index-fallback
اسلمنا	سلم	اسلمنا		quran-word-index-fallback
