word	root	plural_1	plural_2	plural_3	source
استسقاء	سقي				qalsadi-nouns
استسلام	سلم				qalsadi-nouns
استسهال	سهل				qalsadi-nouns
استشارة	شور				qalsadi-nouns
استشراء	شري				qalsadi-nouns
استشراف	شرف				qalsadi-nouns
استشراق	شرق				qalsadi-nouns
استشعار	شعر				qalsadi-nouns
استشفاء	شفي				qalsadi-nouns
استشفاف	شفف				qalsadi-nouns
استشهاد	شهد	ج			qalsadi-nouns
استصحاب	صحب				qalsadi-nouns
استصدار	صدر				qalsadi-nouns
استصراخ	صرخ				qalsadi-nouns
استصعاب	صعب				qalsadi-nouns
استصغار	صغر				qalsadi-nouns
استصلاح	صلح				qalsadi-nouns
استصواب	صوب				qalsadi-nouns
استضاءة	ضوا				qalsadi-nouns
استضافة	ضيف				qalsadi-nouns
استطابة	طيب				qalsadi-nouns
استطارة	طير				qalsadi-nouns
استطاعة	طوع				qalsadi-nouns
استطالة	طول				qalsadi-nouns
استطراب	طرب				qalsadi-nouns
استطراد	طرد				qalsadi-nouns
استطراف	طرف				qalsadi-nouns
استطلاع	طلع				qalsadi-nouns
استظراف	ظرف				qalsadi-nouns
استظلال	ظلل				qalsadi-nouns
استظهار	ظهر				qalsadi-nouns
استعادة	عود				qalsadi-nouns
استعاذة	عوذ				qalsadi-nouns
استعارة	عور				qalsadi-nouns
استعاضة	عوض				qalsadi-nouns
استعانة	عون				qalsadi-nouns
استعباد	عبد				qalsadi-nouns
استعجال	عجل				qalsadi-nouns
استعداء	عدي				qalsadi-nouns
استعداد	عدد				qalsadi-nouns
استعذاب	عذب				qalsadi-nouns
استعراب	عرب				qalsadi-nouns
استعراض	عرض				qalsadi-nouns
استعصاء	عصي				qalsadi-nouns
استعطاء	عطو				qalsadi-nouns
استعطاف	عطف				qalsadi-nouns
استعظام	عظم				qalsadi-nouns
استعلاء	علو				qalsadi-nouns
استعلام	علم				qalsadi-nouns
استعمار	عمر				qalsadi-nouns
استعمال	عمل				qalsadi-nouns
استغاثة	غوث				qalsadi-nouns
استغراب	غرب				qalsadi-nouns
استغراق	غرق				qalsadi-nouns
استغفار	غفر				qalsadi-nouns
استغفال	غفل				qalsadi-nouns
استغلاق	غلق				qalsadi-nouns
استغلال	غلل				qalsadi-nouns
استغناء	غني				qalsadi-nouns
استفادة	فود				qalsadi-nouns
استفاضة	فيض				qalsadi-nouns
استفاقة	فوق				qalsadi-nouns
استفتاء	فتو				qalsadi-nouns
استفتاح	فتح				qalsadi-nouns
استفحال	فحل				qalsadi-nouns
استفراد	فرد				qalsadi-nouns
استفراغ	فرغ				qalsadi-nouns
استفزاز	فزز				qalsadi-nouns
استفسار	فسر				qalsadi-nouns
استفهام	فهم				qalsadi-nouns
استقالة	قيل				qalsadi-nouns
استقامة	قوم				qalsadi-nouns
استقباح	قبح				qalsadi-nouns
استقبال	قبل				qalsadi-nouns
استقدام	قدم				qalsadi-nouns
استقراء	قرا				qalsadi-nouns
استقراءي	قرا				qalsadi-nouns
استقرار	قرر				qalsadi-nouns
استقصاء	قصي				qalsadi-nouns
استقلال	قلل				qalsadi-nouns
استكانة	كون				qalsadi-nouns
استكبار	كبر				qalsadi-nouns
استكتاب	كتب				qalsadi-nouns
استكثار	كثر				qalsadi-nouns
استكراه	كره				qalsadi-nouns
استكشاف	كشف				qalsadi-nouns
استكمال	كمل				qalsadi-nouns
استلاب	سلب				qalsadi-nouns
استلاف	سلف				qalsadi-nouns
استلال	سلل				qalsadi-nouns
استلام	سلم				qalsadi-nouns
استلذاذ	لذذ				qalsadi-nouns
استلزام	لزم				qalsadi-nouns
استلطاف	لطف				qalsadi-nouns
استلفات	لفت				qalsadi-nouns
استلقاء	لقي				qalsadi-nouns
استماتة	موت				qalsadi-nouns
استماع	سمع				qalsadi-nouns
استمالة	ميل				qalsadi-nouns
استمتاع	متع				qalsadi-nouns
استمداد	مدد				qalsadi-nouns
استمرار	مرر				qalsadi-nouns
استملاح	ملح				qalsadi-nouns
استمهال	مهل				qalsadi-nouns
استناد	سند				qalsadi-nouns
استنارة	نور				qalsadi-nouns
استنباط	نبط				qalsadi-nouns
استنتاج	نتج				qalsadi-nouns
استنجاد	نجد				qalsadi-nouns
استنزاف	نزف				qalsadi-nouns
استنساخ	نسخ				qalsadi-nouns
استنساخي	نسخ				qalsadi-nouns
استنشاق	نشق				qalsadi-nouns
استنصار	نصر				qalsadi-nouns
استنطاق	نطق				qalsadi-nouns
استنعاش	نعش				qalsadi-nouns
استنفاد	نفد				qalsadi-nouns
استنفار	نفر				qalsadi-nouns
استنكار	نكر				qalsadi-nouns
استنكاف	نكف				qalsadi-nouns
استنهاض	نهض				qalsadi-nouns
استنواق	نوق				qalsadi-nouns
استهانة	هون				qalsadi-nouns
استهتار	هتر				qalsadi-nouns
استهجان	هجن				qalsadi-nouns
استهداف	هدف				qalsadi-nouns
استهلاك	هلك				qalsadi-nouns
استهلال	هلل				qalsadi-nouns
استهواء	هوي				qalsadi-nouns
استواء	سوي				qalsadi-nouns
استواءي	سوي				qalsadi-nouns
استيءاس	ياس				qalsadi-nouns
استياء	سوا				qalsadi-nouns
استيجاب	جوب				qalsadi-nouns
استيحاء	وحي				qalsadi-nouns
استيداع	ودع				qalsadi-nouns
استيراد	ورد				qalsadi-nouns
استيصاء	وصي				qalsadi-nouns
استيصاف	وصف				qalsadi-nouns
استيضاح	وضح				qalsadi-nouns
استيطان	وطن				qalsadi-nouns
استيعاب	وعب				qalsadi-nouns
استيفاء	وفي				qalsadi-nouns
استيفاد	وفد				qalsadi-nouns
استيقاد	وقد				qalsadi-nouns
استيقاظ	يقظ				qalsadi-nouns
استيقان	يقن				qalsadi-nouns
استيلاء	ولي				qalsadi-nouns
اسداء	سدي				qalsadi-nouns
اسدال	سدل				qalsadi-nouns
اسر	اسر				qalsadi-nouns
اسراء	سري				qalsadi-nouns
اسراج	سرج				qalsadi-nouns
اسراع	سرع				qalsadi-nouns
اسراف	سرف				qalsadi-nouns
اسرة	اسر	اسر			qalsadi-nouns
اسرع	سرع	اسارع	مءسرعا		qalsadi-nouns
اسرية	اسر				qalsadi-nouns
اسس	اسس	اساس			qalsadi-nouns
اسطورة	سطر	اساطير			qalsadi-nouns
اسطول	سطل	اساطيل			qalsadi-nouns
اسعاد	سعد				qalsadi-nouns
اسعاف	سعف				qalsadi-nouns
اسف	اسف				qalsadi-nouns
اسفار	سفر				qalsadi-nouns
اسفل	سفل	اسافل			qalsadi-nouns
اسفين	سفن				qalsadi-nouns
اسقاط	سقط				qalsadi-nouns
اسقف	سقف	اساقفة			qalsadi-nouns
اسكات	سكت				qalsadi-nouns
اسكار	سكر				qalsadi-nouns
اسكان	سكن				qalsadi-nouns
اسلاس	سلس				qalsadi-nouns
اسلاف	سلف				qalsadi-nouns
اسلاك	سلك	مفردالسلك			qalsadi-nouns
اسلام	سلم				qalsadi-nouns
اسلس	سلس	اسالس	مءسلسا		qalsadi-nouns
اسلوب	سلب	اساليب			qalsadi-nouns
اسم	سمو	اسماء	جاسامي	اسام	qalsadi-nouns
اسما	سمو				qalsadi-nouns
اسماع	سمع				qalsadi-nouns
اسمر	سمر	سمرمءسمراءسمراوات			qalsadi-nouns
اسمرار	سمر				qalsadi-nouns
اسناد	سند				qalsadi-nouns
اسهاب	سهب				qalsadi-nouns
اسهال	سهل				qalsadi-nouns
اسهام	سهم				qalsadi-nouns
اسوا	سوا	مءسواا			qalsadi-nouns
اسوة	اسو	اسا			qalsadi-nouns
اسود	سود	سودمءسوداءسوداوات			qalsadi-nouns
اسوداد	سود				qalsadi-nouns
اسير	اسر	اسرالايجوزجمعمذكرسالممعن			qalsadi-nouns
اشاحة	شيح				qalsadi-nouns
اشادة	شيد				qalsadi-nouns
اشارة	شور				qalsadi-nouns
اشاعة	شيع				qalsadi-nouns
اشباع	شبع				qalsadi-nouns
اشبه	شبه				qalsadi-nouns
اشتباك	شبك				qalsadi-nouns
اشتباه	شبه				qalsadi-nouns
اشتداد	شدد				qalsadi-nouns
اشتراء	شري				qalsadi-nouns
اشتراط	شرط				qalsadi-nouns
اشتراك	شرك				qalsadi-nouns
اشتراكي	شرك				qalsadi-nouns
اشتراكية	شرك				qalsadi-nouns
اشتعال	شعل				qalsadi-nouns
اشتغال	شغل				qalsadi-nouns
اشتقاق	شقق				qalsadi-nouns
اشتكاء	شكو				qalsadi-nouns
اشتمال	شمل				qalsadi-nouns
اشتهاء	شهي				qalsadi-nouns
اشتهار	شهر				qalsadi-nouns
اشتياق	شوق				qalsadi-nouns
اشجع	شجع	شجعمءشجعاشجعيات			qalsadi-nouns
اشحاذ	شحذ				qalsadi-nouns
اشد	شدد				qalsadi-nouns
اشراب	شرب				qalsadi-nouns
اشراح	شرح				qalsadi-nouns
اشراط	شرط				qalsadi-nouns
اشراع	شرع				qalsadi-nouns
اشراف	شرف				qalsadi-nouns
اشراق	شرق				qalsadi-nouns
اشراك	شرك				qalsadi-nouns
اشرس	شرس	شرسمءشرساء			qalsadi-nouns
اشرف	شرف	شرفمءشرفا			qalsadi-nouns
اشعار	شعر				qalsadi-nouns
اشعاع	شعع				qalsadi-nouns
اشعال	شعل				qalsadi-nouns
اشعة	شعع	مفردشعاع			qalsadi-nouns
اشعث	شعث	شعثمءشعثاء			qalsadi-nouns
اشغال	شغل	مفردشغل			qalsadi-nouns
اشغال	شغل				qalsadi-nouns
اشفاء	شفي				qalsadi-nouns
اشفاق	شفق				qalsadi-nouns
اشقا	شقي				qalsadi-nouns
اشقاء	شقي				qalsadi-nouns
اشقر	شقر	شقرمءشقراءشقراوات			qalsadi-nouns
اشكال	شكل				qalsadi-nouns
اشكالية	شكل				qalsadi-nouns
اشل	شلل	شلمءشلاء			qalsadi-nouns
اشلاء	شلو	مفردشلو			qalsadi-nouns
اشم	شمم	شممءشماء			qalsadi-nouns
اشمءزاز	شمز				qalsadi-nouns
اشنع	شنع				qalsadi-nouns
اشهار	شهر				qalsadi-nouns
اشهب	شهب	شهبمءشهباءشهباوات			qalsadi-nouns
اشهر	شهر				qalsadi-nouns
اشهل	شهل				qalsadi-nouns
اشوس	شوس	شوس	اشاوسمءشوساء		qalsadi-nouns
اشيب	شيب				qalsadi-nouns
اصابة	صوب				qalsadi-nouns
اصاتة	صوت				qalsadi-nouns
اصالة	اصل				qalsadi-nouns
اصباح	بصح				qalsadi-nouns
اصبار	صبر				qalsadi-nouns
اصبع	صبع	اصبع	اصابع		qalsadi-nouns
اصبوحة	صبح	اصابيح			qalsadi-nouns
اصحاء	صحو				qalsadi-nouns
اصحاح	صحح				qalsadi-nouns
اصحار	صحر				qalsadi-nouns
اصداء	صدا				qalsadi-nouns
اصدار	صدر				qalsadi-nouns
اصدة	اصد	اصد			qalsadi-nouns
اصدق	صدق	اصادق	مءصدقا		qalsadi-nouns
اصرار	صرر				qalsadi-nouns
اصطباغ	صبغ				qalsadi-nouns
اصطحاب	صحب				qalsadi-nouns
اصطدام	صدم				qalsadi-nouns
اصطراع	صرع				qalsadi-nouns
اصطفاء	صفو				qalsadi-nouns
اصطفاف	صفف				qalsadi-nouns
اصطفاق	صفق				qalsadi-nouns
اصطكاك	صكك				qalsadi-nouns
اصطلاء	صلي				qalsadi-nouns
اصطلاح	صلح				qalsadi-nouns
اصطناع	صنع				qalsadi-nouns
اصطناعي	صنع				qalsadi-nouns
اصطياد	صيد				qalsadi-nouns
اصطياف	صيف				qalsadi-nouns
اصعب	صعب	اصاعب			qalsadi-nouns
اصغاء	صغو				qalsadi-nouns
اصغار	صغر				qalsadi-nouns
اصغر	صغر	مثنااصغراناصغران			qalsadi-nouns
اصغر	صغر	اصاغرمءصغراصغريات			qalsadi-nouns
اصفاق	صفق				qalsadi-nouns
اصفر	صفر	صفرمءصفراءصفراوات			qalsadi-nouns
اصفرار	صفر				qalsadi-nouns
اصقاع	صقع				qalsadi-nouns
اصل	اصل	اصول			qalsadi-nouns
اصلاح	صلح				qalsadi-nouns
اصلح	صلح				qalsadi-nouns
اصلد	صلد	صلدمءصلداء			qalsadi-nouns
اصلع	صلع	صلعمءصلعاءصلعاوات			qalsadi-nouns
اصلي	اصل				qalsadi-nouns
اصم	صمم	صممءصماء			qalsadi-nouns
اصهب	صهب	صهبمءصهباءصهباوات			qalsadi-nouns
اصيل	اصل	ءصالجاصل	واصلان	وءص	qalsadi-nouns
اضاءة	ضوا				qalsadi-nouns
اضاعة	ضيع				qalsadi-nouns
اضافة	ضيف				qalsadi-nouns
اضافي	ضيف				qalsadi-nouns
اضبارة	ضبر	اضابير			qalsadi-nouns
اضجار	ضجر				qalsadi-nouns
اضجاع	ضجع				qalsadi-nouns
اضحا	ضحو				qalsadi-nouns
اضحاك	ضحك				qalsadi-nouns
اضحوكة	ضحك	اضاحيك			qalsadi-nouns
اضخم	ضخم				qalsadi-nouns
اضداد	ضدد	مفردالضد			qalsadi-nouns
اضراب	ضرب				qalsadi-nouns
اضطجاع	ضجع				qalsadi-nouns
اضطراب	ضرب				qalsadi-nouns
اضطرار	ضرر				qalsadi-nouns
اضطرام	ضرم				qalsadi-nouns
اضطلاع	ضلع				qalsadi-nouns
اضطهاد	ضهد				qalsadi-nouns
اضعاف	ضعف				qalsadi-nouns
اضغاث	ضغت	مفردضغث			qalsadi-nouns
اضفاء	ضفي				qalsadi-nouns
اضلال	ضلل				qalsadi-nouns
اضمار	ضمر				qalsadi-nouns
اضمامة	ضمم	اضاميم			qalsadi-nouns
اضمحلال	ضمح				qalsadi-nouns
اضناء	ضني				qalsadi-nouns
اضيق	ضيق				qalsadi-nouns
اطاحة	طيح				qalsadi-nouns
اطار	اطر	اطر			qalsadi-nouns
اطاعة	طوع				qalsadi-nouns
اطالة	طول				qalsadi-nouns
اطباق	طبق				qalsadi-nouns
اطحل	طحل	طحلمءطحلاء			qalsadi-nouns
اطراء	طري				qalsadi-nouns
اطراب	طرب				qalsadi-nouns
اطراد	طرد				qalsadi-nouns
اطراف	طرف	مفردطرف			qalsadi-nouns
اطرش	طرش	طرشمءطرشاءطرشاوات			qalsadi-nouns
اطروحة	طرح	اطاريح			qalsadi-nouns
اطعام	طعم				qalsadi-nouns
اطفاء	طفا				qalsadi-nouns
اطفاءي	طفا				qalsadi-nouns
اطلاع	طلع				qalsadi-nouns
اطلاق	طلق				qalsadi-nouns
اطلال	طلل				qalsadi-nouns
اطمءنان	طمن				qalsadi-nouns
اطناب	طنب				qalsadi-nouns
اطول	طول	اطاولمءطولا			qalsadi-nouns
اطيب	طيب	اطايبمءطوبا			qalsadi-nouns
اظلال	ظلل				qalsadi-nouns
اظلام	ظلم				qalsadi-nouns
اظهار	ظهر				qalsadi-nouns
اظهر	ظهر				qalsadi-nouns
اعادة	عود				qalsadi-nouns
اعاذة	عوذ				qalsadi-nouns
اعارة	عور				qalsadi-nouns
اعاشة	عيش				qalsadi-nouns
اعاقة	عوق				qalsadi-nouns
اعالة	عول				qalsadi-nouns
اعانة	عون				qalsadi-nouns
اعتاق	عتق				qalsadi-nouns
اعتبار	عبر				qalsadi-nouns
اعتباط	عطب				qalsadi-nouns
اعتباطي	عبط				qalsadi-nouns
اعتداء	عدو				qalsadi-nouns
اعتداد	عدد				qalsadi-nouns
اعتدال	عدل				qalsadi-nouns
اعتذار	عذر				qalsadi-nouns
اعتراء	عري				qalsadi-nouns
اعتراش	عرش				qalsadi-nouns
اعتراض	عرض				qalsadi-nouns
اعتراف	عرف				qalsadi-nouns
اعتراك	عرك				qalsadi-nouns
اعتزاز	عزز				qalsadi-nouns
اعتزال	عزل				qalsadi-nouns
اعتزام	عزم				qalsadi-nouns
اعتشاب	عشب				qalsadi-nouns
اعتصاب	عصب				qalsadi-nouns
اعتصار	عصر				qalsadi-nouns
اعتصام	عصم				qalsadi-nouns
اعتقاد	عقد				qalsadi-nouns
اعتقال	عقل				qalsadi-nouns
اعتكاف	عكف				qalsadi-nouns
اعتلاء	علي				qalsadi-nouns
اعتلال	علل				qalsadi-nouns
اعتماد	عمد				qalsadi-nouns
اعتمار	عمر				qalsadi-nouns
اعتناء	عني				qalsadi-nouns
اعتناق	عنق				qalsadi-nouns
اعتياد	عيد				qalsadi-nouns
اعجاب	عجب				qalsadi-nouns
اعجاز	عجز				qalsadi-nouns
اعجاف	عجف				qalsadi-nouns
اعجام	عجم				qalsadi-nouns
اعجف	عجف	عجافمءعجفاءعجفاوات			qalsadi-nouns
اعجم	عجم	عجم	اعاجم	مءعجماءعجماو	qalsadi-nouns
اعجمي	عجم				qalsadi-nouns
اعجوبة	عجب	اعاجيب			qalsadi-nouns
اعداد	عدد				qalsadi-nouns
اعدام	عدم				qalsadi-nouns
اعراب	عرب	اعاريب			qalsadi-nouns
اعراب	عرب				qalsadi-nouns
اعرابي	عرب				qalsadi-nouns
اعراض	عرض				qalsadi-nouns
اعرج	عرج	عرجمءعرجاءعرجاوات			qalsadi-nouns
اعرف	عرف	عرفمءعرفاء			qalsadi-nouns
اعرف	عرف				qalsadi-nouns
اعرق	عرق				qalsadi-nouns
اعز	عزز				qalsadi-nouns
اعزاز	عزز				qalsadi-nouns
اعزب	عزب	عزبمءعزباءعزباوات			qalsadi-nouns
اعزل	عزل	عزلمءعزلاء			qalsadi-nouns
اعسر	عسر	عسرمءعسراءعسراوات			qalsadi-nouns
اعشا	عشو	عشومءعشواء			qalsadi-nouns
اعشاب	عشب				qalsadi-nouns
اعشار	عشر				qalsadi-nouns
اعشيشاب	عشب				qalsadi-nouns
اعصار	عصر	اعاصير			qalsadi-nouns
اعصم	عصم	فهواعصم	وهيعصماءجعصم		qalsadi-nouns
اعطاء	عطي				qalsadi-nouns
اعطاب	عطب				qalsadi-nouns
اعطاش	عطش				qalsadi-nouns
اعظم	عظم	اعاظم			qalsadi-nouns
اعفاء	عفو				qalsadi-nouns
اعفر	عفر	عفرمءعفراء			qalsadi-nouns
اعقاب	عقب	مفردعقب	عقب		qalsadi-nouns
اعقام	عقم				qalsadi-nouns
اعقف	عقف	عقفمءعقفاءعقفاوات			qalsadi-nouns
اعلا	علو	علا	مءعلياجمعالعاقلالاع		qalsadi-nouns
اعلاء	علو				qalsadi-nouns
اعلال	علل				qalsadi-nouns
اعلام	علم				qalsadi-nouns
اعلان	علن				qalsadi-nouns
اعلم	علم	علممءعلماء			qalsadi-nouns
اعم	عمم				qalsadi-nouns
اعما	عمي	عمي	عميانمءعمياءعمياو		qalsadi-nouns
اعماء	عمي				qalsadi-nouns
اعماد	عمد				qalsadi-nouns
اعمار	عمر				qalsadi-nouns
اعمال	عمل				qalsadi-nouns
اعمش	عمش	عمش	مءعمشاء		qalsadi-nouns
اعناد	عند				qalsadi-nouns
اعنان	عنن				qalsadi-nouns
اعنف	عنف				qalsadi-nouns
اعنق	عنق	عنقمءعنقاءعنقاوات			qalsadi-nouns
اعوج	عوج	عوجمءعوجاءعوجاوات			qalsadi-nouns
اعوجاج	عوج				qalsadi-nouns
اعور	عور	عورمءعوراءعوراوات			qalsadi-nouns
اعورار	عور				qalsadi-nouns
اعوز	عوز	عوزمءعوزاء			qalsadi-nouns
اعوزاز	عوز				qalsadi-nouns
اعوص	عوص	عوصمءعوصاء			qalsadi-nouns
اعياء	عيي				qalsadi-nouns
اعيان	عين	مفردعين			qalsadi-nouns
اغاثة	غوث				qalsadi-nouns
اغارة	غير				qalsadi-nouns
اغاظة	غيظ				qalsadi-nouns
اغبر	غبر	غبرمءغبراءغبراوات			qalsadi-nouns
اغبرار	غبر				qalsadi-nouns
اغتباط	غبط				qalsadi-nouns
اغتراب	غرب				qalsadi-nouns
اغترار	غرر				qalsadi-nouns
اغتراف	غرف				qalsadi-nouns
اغتسال	غسل				qalsadi-nouns
اغتصاب	غصب				qalsadi-nouns
اغتفار	غفر				qalsadi-nouns
اغتمام	غمم				qalsadi-nouns
اغتناء	غني				qalsadi-nouns
اغتنام	غنم				qalsadi-nouns
اغتياب	غيب				qalsadi-nouns
اغداق	غدق				qalsadi-nouns
اغر	غرر	مءغراء			qalsadi-nouns
اغراء	غرو				qalsadi-nouns
اغراس	غرس				qalsadi-nouns
اغراق	غرق				qalsadi-nouns
اغرود	غرد	اغاريد			qalsadi-nouns
اغزر	غزر				qalsadi-nouns
