word_with_harakat	unvocalized	unmarked	root	kind	source
أَبْسَلَ	ابسل	ابسل	ءبسل	صحيح	qutrub
أبسلوا	ابسلوا	ابسل	بسل	derived	sarf-derivations
أَبْسَنَ	ابسن	ابسن	ءبسن	صحيح	qutrub
أَبَشَّ	ابش	ابش	ءبش	صحيح	qutrub
أَبْشَرَ	ابشر	ابشر	ءبشر	صحيح	qutrub
أبشر	ابشر	بشر	بشر	derived	sarf-derivations
أبشرا	ابشرا	بشر		derived	sarf-derivations
أبشرتموني	ابشرتموني	بشر	بشر	derived	sarf-derivations
أَبْشَعَ	ابشع	ابشع	ءبشع	صحيح	qutrub
أَبْشَكَ	ابشك	ابشك	ءبشك	صحيح	qutrub
أَبْشَمَ	ابشم	ابشم	ءبشم	صحيح	qutrub
أَبِصَ	ابص	ابص	ءبص	صحيح	qutrub
أبصار	ابصار	بصر		derived	sarf-derivations
إبْصَارٌ	ابصار	ابصر	ابصر	Added	asmai-derivations
أبصاركم	ابصاركم	بصر	بصر	derived	sarf-derivations
أبصارنا	ابصارنا	بصر	بصر	derived	sarf-derivations
أبصارها	ابصارها	بصر	بصر	derived	sarf-derivations
أبصارهم	ابصارهم	بصر	بصر	derived	sarf-derivations
أبصارهن	ابصارهن	بصر	بصر	derived	sarf-derivations
أَبْصَرَ	ابصر	ابصر	ءبصر	صحيح	qutrub
أبصر	ابصر	ابصر	بصر	derived	sarf-derivations
أبصرنا	ابصرنا	ابصر	بصر	derived	sarf-derivations
أَبِضَ	ابض	ابض	ءبض	صحيح	qutrub
أَبْضَعَ	ابضع	ابضع	ءبضع	صحيح	qutrub
أَبْطأَ	ابطا	ابطا	ءبطء	صحيح	qutrub
إبْطَاءٌ	ابطاء	ابطا	ابطا	Added	asmai-derivations
إِبْطَالٌ	ابطال	ابطل	ابطل	Added	asmai-derivations
أَبْطَحَ	ابطح	ابطح	ءبطح	صحيح	qutrub
أَبْطَخَ	ابطخ	ابطخ	ءبطخ	صحيح	qutrub
أَبْطَرَ	ابطر	ابطر	ءبطر	صحيح	qutrub
أَبْطَلَ	ابطل	ابطل	ءبطل	صحيح	qutrub
أَبْطَنَ	ابطن	ابطن	ءبطن	صحيح	qutrub
أَبَظَّ	ابظ	ابظ	ءبظ	صحيح	qutrub
أَبْعَى	ابعا	ابعا	ءبعا	ناقص	qutrub
إبْعَادٌ	ابعاد	ابعد	ابعد	Added	asmai-derivations
ابعث	ابعث	بعث	بعث	derived	sarf-derivations
أَبْعَدَ	ابعد	ابعد	ءبعد	صحيح	qutrub
أَبْعَرَ	ابعر	ابعر	ءبعر	صحيح	qutrub
أَبْعَضَ	ابعض	ابعض	ءبعض	صحيح	qutrub
أَبْعَطَ	ابعط	ابعط	ءبعط	صحيح	qutrub
أَبْغَى	ابغا	ابغا	ءبغا	ناقص	qutrub
إِبْغَاءٌ	ابغاء	ابغا	ابغا	Added	asmai-derivations
إبْغَاضٌ	ابغاض	ابغض	ابغض	Added	asmai-derivations
أَبْغَضَ	ابغض	ابغض	ءبغض	صحيح	qutrub
أبغي	ابغي	ابغي	بغي	derived	sarf-derivations
أبغيكم	ابغيكم	بغي	بغي	derived	sarf-derivations
أَبَقَّ	ابق	ابق	ءبق	صحيح	qutrub
أبق	ابق	ابق	ابق	derived	sarf-derivations
أَبْقَى	ابقا	ابقا	ءبقا	ناقص	qutrub
أبقى	ابقا	ابقا	بقي	derived	sarf-derivations
إِبْقَاءٌ	ابقاء	ابقا	ابقا	Added	asmai-derivations
أَبْقَلَ	ابقل	ابقل	ءبقل	صحيح	qutrub
أَبْكَأَ	ابكا	ابكا	ءبكء	صحيح	qutrub
أَبْكَى	ابكا	ابكا	ءبكا	ناقص	qutrub
إِبْكاءٌ	ابكاء	ابكا	ابكا	Added	asmai-derivations
إِبْكَارٌ	ابكار	ابكر	ابكر	Added	asmai-derivations
أبكارا	ابكارا	بكر	بكر	derived	sarf-derivations
أَبْكَرَ	ابكر	ابكر	ءبكر	صحيح	qutrub
أبكم	ابكم	ابكم	بكم	derived	sarf-derivations
أَبَلَّ	ابل	ابل	ءبل	صحيح	qutrub
أَبْلَى	ابلا	ابلا	ءبلا	ناقص	qutrub
إِبْلاءٌ	ابلاء	ابلا	ابلا	Added	asmai-derivations
إِبْلاَجٌ	ابلاج	ابلج	ابلج	Added	asmai-derivations
إِبْلاَغٌ	ابلاغ	ابلغ	ابلغ	Added	asmai-derivations
أَبْلَتَ	ابلت	ابلت	ءبلت	صحيح	qutrub
أَبْلَجَ	ابلج	ابلج	ءبلج	صحيح	qutrub
أَبْلَحَ	ابلح	ابلح	ءبلح	صحيح	qutrub
أَبْلَدَ	ابلد	ابلد	ءبلد	صحيح	qutrub
أَبْلَسَ	ابلس	ابلس	ءبلس	صحيح	qutrub
أَبْلَطَ	ابلط	ابلط	ءبلط	صحيح	qutrub
أَبْلَعَ	ابلع	ابلع	ءبلع	صحيح	qutrub
ابلعي	ابلعي	بلع	بلع	derived	sarf-derivations
أَبْلَغَ	ابلغ	ابلغ	ءبلغ	صحيح	qutrub
أبلغ	ابلغ	ابلغ	بلغ	derived	sarf-derivations
أبلغتكم	ابلغتكم	ابلغ	بلغ	derived	sarf-derivations
أبلغكم	ابلغكم	ابلغ	بلغ	derived	sarf-derivations
أبلغه	ابلغه	ابلغ	بلغ	derived	sarf-derivations
أبلغوا	ابلغوا	ابلغ	بلغ	derived	sarf-derivations
أَبْلَقَ	ابلق	ابلق	ءبلق	صحيح	qutrub
أَبْلَمَ	ابلم	ابلم	ءبلم	صحيح	qutrub
اِبْلَوْلَقَ	ابلولق	ابلولق	ابلولق	صحيح	qutrub
إبليس	ابليس	ابليس	بلس	derived	sarf-derivations
أَبَنَّ	ابن	ابن	ءبن	صحيح	qutrub
ابن	ابن	ابن	بني	derived	sarf-derivations
أَبْنَى	ابنا	ابنا	ءبنا	ناقص	qutrub
أبناء	ابناء	ابن	بنو	derived	sarf-derivations
أبناءكم	ابناءكم	ابن	بني	derived	sarf-derivations
أبنائكم	ابناءكم	ابن	بنو	derived	sarf-derivations
أبناءنا	ابناءنا	ابن	بنو	derived	sarf-derivations
أبناءهم	ابناءهم	ابن	بنو	derived	sarf-derivations
أبنائهن	ابناءهن	ابن	بنو	derived	sarf-derivations
ابنت	ابنت	ابنة	بنو	derived	sarf-derivations
ابنتي	ابنتي	ابنتي		derived	sarf-derivations
ابنك	ابنك	ابن	بنو	derived	sarf-derivations
ابنه	ابنه	ابن	بنو	derived	sarf-derivations
ابنوا	ابنوا	بنا	بني	derived	sarf-derivations
ابني	ابني	ابني		derived	sarf-derivations
أَبَّهَ	ابه	ابه	ءبه	صحيح	qutrub
أَبْهَى	ابها	ابها	ءبها	ناقص	qutrub
إِبْهَاءٌ	ابهاء	ابها	ابها	Added	asmai-derivations
إبْهاجٌ	ابهاج	ابهج	ابهج	Added	asmai-derivations
اِبْهارَّ	ابهار	ابهار	ابهار	صحيح	qutrub
إِبْهَارٌ	ابهار	ابهر	ابهر	Added	asmai-derivations
إبْهاظٌ	ابهاظ	ابهظ	ابهظ	Added	asmai-derivations
إِبْهَامٌ	ابهام	ابهم	ابهم	Added	asmai-derivations
أَبْهَجَ	ابهج	ابهج	ءبهج	صحيح	qutrub
أَبْهَرَ	ابهر	ابهر	ءبهر	صحيح	qutrub
أَبْهَزَ	ابهز	ابهز	ءبهز	صحيح	qutrub
أَبْهَصَ	ابهص	ابهص	ءبهص	صحيح	qutrub
أَبْهَضَ	ابهض	ابهض	ءبهض	صحيح	qutrub
أَبْهَظَ	ابهظ	ابهظ	ءبهظ	صحيح	qutrub
أَبْهَلَ	ابهل	ابهل	ءبهل	صحيح	qutrub
أَبْهَمَ	ابهم	ابهم	ءبهم	صحيح	qutrub
أبواب	ابواب	باب	بوب	derived	sarf-derivations
أبوابا	ابوابا	باب	بوب	derived	sarf-derivations
أبوابها	ابوابها	باب	بوب	derived	sarf-derivations
أبواه	ابواه	اب	ابو	derived	sarf-derivations
أُبُوَّةٌ	ابوة	ابا،	ابا،	Added	asmai-derivations
أبوك	ابوك	اب		derived	sarf-derivations
أبوهم	ابوهم	اب	ابو	derived	sarf-derivations
أبوهما	ابوهما	اب	ابو	derived	sarf-derivations
أبويك	ابويك	اب	ابو	derived	sarf-derivations
أبويكم	ابويكم	اب	ابو	derived	sarf-derivations
أبويه	ابويه	اب		derived	sarf-derivations
أَبِيَ	ابي	ابي	ءبي	صحيح	qutrub
أبي	ابي	اب		derived	sarf-derivations
اِبْياضَّ	ابياض	ابياض	ابياض	صحيح	qutrub
أَبْيَضَ	ابيض	ابيض	ءبيض	صحيح	qutrub
اِبْيِضاضٌ	ابيضاض	ابيض	ابيض	Added	asmai-derivations
ابيضت	ابيضت	ابيض	بيض	derived	sarf-derivations
أبيكم	ابيكم	اب		derived	sarf-derivations
أبينا	ابينا	اب		derived	sarf-derivations
أبيهم	ابيهم	اب		derived	sarf-derivations
أَتَّ	ات	ات	ءت	صحيح	qutrub
اِتِّئَادٌ	اتءاد	اتاد	اتاد	Added	asmai-derivations
أَتَّى	اتا	اتا	ءتا	ناقص	qutrub
أتى	اتا	اتا	اتي	derived	sarf-derivations
اِتَّأَى	اتاا	اتاا	اتءا	ناقص	qutrub
اِتَّأَبَ	اتاب	اتاب	اتءب	صحيح	qutrub
أتأتون	اتاتون	اتي	اتي	derived	sarf-derivations
أَتاحَ	اتاح	اتاح	ءتاح	أجوف	qutrub
إتَاحَةٌ	اتاحة	اتاح	اتاح	Added	asmai-derivations
أتأخذونه	اتاخذونه	اخذ	اخذ	derived	sarf-derivations
اِتَّأَدَ	اتاد	اتاد	اتءد	صحيح	qutrub
أَتْأَرَ	اتار	اتار	ءتءر	صحيح	qutrub
اِتَّأَسَ	اتاس	اتاس	اتءس	صحيح	qutrub
أَتاعَ	اتاع	اتاع	ءتاع	أجوف	qutrub
أَتْأَقَ	اتاق	اتاق	ءتءق	صحيح	qutrub
أتاك	اتاك	اتا	اتي	derived	sarf-derivations
أتاكم	اتاكم	اتا	اتي	derived	sarf-derivations
أَتْأَمَ	اتام	اتام	ءتءم	صحيح	qutrub
أَتامَ	اتام	اتام	ءتام	أجوف	qutrub
اِتَّامَ	اتام	اتام	اتام	أجوف	qutrub
أتأمرون	اتامرون	امر	امر	derived	sarf-derivations
أتانا	اتانا	اتا	اتي	derived	sarf-derivations
أَتاهَ	اتاه	اتاه	ءتاه	أجوف	qutrub
أتاها	اتاها	اتا	اتي	derived	sarf-derivations
أتاهم	اتاهم	اتا	اتي	derived	sarf-derivations
اِتّايَعَ	اتايع	اتايع	اتايع	صحيح	qutrub
أَتَبَّ	اتب	اتب	ءتب	صحيح	qutrub
اتباع	اتباع	اتباع	تبع	derived	sarf-derivations
اِتِّبَاعٌ	اتباع	اتبع	اتبع	Added	asmai-derivations
اِتَّبَسَ	اتبس	اتبس	اتبس	صحيح	qutrub
أَتْبَعَ	اتبع	اتبع	ءتبع	صحيح	qutrub
اِتَّبَعَ	اتبع	اتبع	اتبع	صحيح	qutrub
اتبع	اتبع	اتبع	تبع	derived	sarf-derivations
اتبعت	اتبعت	اتبع	تبع	derived	sarf-derivations
اتبعتم	اتبعتم	اتبع	تبع	derived	sarf-derivations
اتبعتني	اتبعتني	اتبع	تبع	derived	sarf-derivations
اتبعك	اتبعك	اتبع	تبع	derived	sarf-derivations
اتبعكما	اتبعكما	اتبع	تبع	derived	sarf-derivations
اتبعن	اتبعن	اتبع	تبع	derived	sarf-derivations
اتبعني	اتبعني	اتبع	تبع	derived	sarf-derivations
أتبعه	اتبعه	اتبع	تبع	derived	sarf-derivations
اتبعوا	اتبعوا	اتبع	تبع	derived	sarf-derivations
اتبعوك	اتبعوك	اتبع	تبع	derived	sarf-derivations
اتبعون	اتبعون	اتبع	تبع	derived	sarf-derivations
اتبعوه	اتبعوه	اتبع	تبع	derived	sarf-derivations
اتبعوهم	اتبعوهم	اتبع	تبع	derived	sarf-derivations
أَتْبَلَ	اتبل	اتبل	ءتبل	صحيح	qutrub
اِتَّبَنَ	اتبن	اتبن	اتبن	صحيح	qutrub
أتبنون	اتبنون	بنا	بني	derived	sarf-derivations
أتت	اتت	اتا	اتي	derived	sarf-derivations
أتتخذ	اتتخذ	اتخذ	اخذ	derived	sarf-derivations
أتتخذنا	اتتخذنا	اتخذ	اخذ	derived	sarf-derivations
أتتركون	اتتركون	ترك	ترك	derived	sarf-derivations
أتتك	اتتك	اتا	اتي	derived	sarf-derivations
أتتكم	اتتكم	اتا	اتي	derived	sarf-derivations
أتتهم	اتتهم	اتا	اتي	derived	sarf-derivations
اِتَّجَأَ	اتجا	اتجا	اتجء	صحيح	qutrub
أتجادلونني	اتجادلونني	جادل		derived	sarf-derivations
اِتِّجَارٌ	اتجار	اتجر	اتجر	Added	asmai-derivations
اِتِّجَاهٌ	اتجاه	اتجه	اتجه	Added	asmai-derivations
اِتَّجَرَ	اتجر	اتجر	اتجر	صحيح	qutrub
أتجعل	اتجعل	جعل	جعل	derived	sarf-derivations
اِتَّجَهَ	اتجه	اتجه	اتجه	صحيح	qutrub
أتحاجوننا	اتحاجوننا	حاج	حجج	derived	sarf-derivations
أتحاجوني	اتحاجوني	حاج	حجج	derived	sarf-derivations
اِتِّحَادٌ	اتحاد	اتحد	اتحد	Added	asmai-derivations
إتْحَافٌ	اتحاف	اتحف	اتحف	Added	asmai-derivations
اِتَّحَدَ	اتحد	اتحد	اتحد	صحيح	qutrub
أتحدثونهم	اتحدثونهم	حدث	حدث	derived	sarf-derivations
أَتَخَّ	اتخ	اتخ	ءتخ	صحيح	qutrub
اِتِّخَاذٌ	اتخاذ	اتخذ	اتخذ	Added	asmai-derivations
إِتْخَامٌ	اتخام	اتخم	اتخم	Added	asmai-derivations
اِتَّخَذَ	اتخذ	اتخذ	اتخذ	صحيح	qutrub
اتخذ	اتخذ	اتخذ	اخذ	derived	sarf-derivations
اتخذت	اتخذت	اتخذ	اخذ	derived	sarf-derivations
اتخذتم	اتخذتم	اتخذ	اخذ	derived	sarf-derivations
أتخذناهم	اتخذناهم	اتخذ		derived	sarf-derivations
اتخذها	اتخذها	اتخذ	اخذ	derived	sarf-derivations
اتخذوا	اتخذوا	اتخذ	اخذ	derived	sarf-derivations
اتخذوني	اتخذوني	اتخذ	اخذ	derived	sarf-derivations
اتخذوه	اتخذوه	اتخذ	اخذ	derived	sarf-derivations
اتخذوها	اتخذوها	اتخذ	اخذ	derived	sarf-derivations
اتخذوهم	اتخذوهم	اتخذ	اخذ	derived	sarf-derivations
اتخذي	اتخذي	اتخذ	اخذ	derived	sarf-derivations
أتخشونهم	اتخشونهم	خشي	خشي	derived	sarf-derivations
اِتَّخَفَ	اتخف	اتخف	اتخف	صحيح	qutrub
أَتْخَمَ	اتخم	اتخم	ءتخم	صحيح	qutrub
اِتَّخَمَ	اتخم	اتخم	اتخم	صحيح	qutrub
اِتَّدَى	اتدا	اتدا	اتدا	ناقص	qutrub
اِتَّدَعَ	اتدع	اتدع	اتدع	صحيح	qutrub
أتدعون	اتدعون	دعا	دعو	derived	sarf-derivations
اِتَّدَنَ	اتدن	اتدن	اتدن	صحيح	qutrub
أتذر	اتذر	وذر	وذر	derived	sarf-derivations
أَتَرَّ	اتر	اتر	ءتر	صحيح	qutrub
أَتْرَى	اترا	اترا	ءترا	ناقص	qutrub
أتراب	اتراب	ترب	ترب	derived	sarf-derivations
أترابا	اترابا	ترب	ترب	derived	sarf-derivations
إِتْرَاحٌ	اتراح	اترح	اترح	Added	asmai-derivations
إِتْرَاعٌ	اتراع	اترع	اترع	Added	asmai-derivations
إِتْرَافٌ	اتراف	اترف	اترف	Added	asmai-derivations
أَتْرَبَ	اترب	اترب	ءترب	صحيح	qutrub
أَتْرَحَ	اترح	اترح	ءترح	صحيح	qutrub
أَتْرَزَ	اترز	اترز	ءترز	صحيح	qutrub
اِتَّرَسَ	اترس	اترس	اترس	صحيح	qutrub
أَتْرَصَ	اترص	اترص	ءترص	صحيح	qutrub
أَتْرَعَ	اترع	اترع	ءترع	صحيح	qutrub
اِتَّرَعَ	اترع	اترع	اترع	صحيح	qutrub
أَتْرَفَ	اترف	اترف	ءترف	صحيح	qutrub
أترفتم	اترفتم	اترف	ترف	derived	sarf-derivations
أترفوا	اترفوا	اترف	ترف	derived	sarf-derivations
اِتَّرَكَ	اترك	اترك	اترك	صحيح	qutrub
أتريد	اتريد	اراد	رود	derived	sarf-derivations
أتريدون	اتريدون	اراد	رود	derived	sarf-derivations
اِتِّزَانٌ	اتزان	اتزن	اتزن	Added	asmai-derivations
اِتَّزَرَ	اتزر	اتزر	اتزر	صحيح	qutrub
اِتَّزَعَ	اتزع	اتزع	اتزع	صحيح	qutrub
اِتَّزَنَ	اتزن	اتزن	اتزن	صحيح	qutrub
اِتِّسَاخٌ	اتساخ	اتسخ	اتسخ	Added	asmai-derivations
اِتِّساعٌ	اتساع	اتسع	اتسع	Added	asmai-derivations
اِتِّسَاقٌ	اتساق	اتسق	اتسق	Added	asmai-derivations
اِتِّسَامٌ	اتسام	اتسم	اتسم	Added	asmai-derivations
أتستبدلون	اتستبدلون	استبدل	بدل	derived	sarf-derivations
اِتَّسَخَ	اتسخ	اتسخ	اتسخ	صحيح	qutrub
اِتَّسَرَ	اتسر	اتسر	اتسر	صحيح	qutrub
أَتْسَعَ	اتسع	اتسع	ءتسع	صحيح	qutrub
اِتَّسَعَ	اتسع	اتسع	اتسع	صحيح	qutrub
اِتَّسَقَ	اتسق	اتسق	اتسق	صحيح	qutrub
اتسق	اتسق	اتسق	وسق	derived	sarf-derivations
اِتَّسَمَ	اتسم	اتسم	اتسم	صحيح	qutrub
اِتِّشَاحٌ	اتشاح	اتشح	اتشح	Added	asmai-derivations
اِتَّشَحَ	اتشح	اتشح	اتشح	صحيح	qutrub
اِتَّشَرَ	اتشر	اتشر	اتشر	صحيح	qutrub
اِتَّشَقَ	اتشق	اتشق	اتشق	صحيح	qutrub
اِتَّشَمَ	اتشم	اتشم	اتشم	صحيح	qutrub
اِتِّصَافٌ	اتصاف	اتصف	اتصف	Added	asmai-derivations
اِتِّصَالٌ	اتصال	اتصل	اتصل	Added	asmai-derivations
أتصبرون	اتصبرون	صبر	صبر	derived	sarf-derivations
اِتَّصَفَ	اتصف	اتصف	اتصف	صحيح	qutrub
اِتَّصَلَ	اتصل	اتصل	اتصل	صحيح	qutrub
اِتِّضَاحٌ	اتضاح	اتضح	اتضح	Added	asmai-derivations
اِتَّضَعَ	اتضع	اتضع	اتضع	صحيح	qutrub
اِتَّضَنَ	اتضن	اتضن	اتضن	صحيح	qutrub
اِتَّطَدَ	اتطد	اتطد	اتطد	صحيح	qutrub
اِتَّطَنَ	اتطن	اتطن	اتطن	صحيح	qutrub
إِتْعَابٌ	اتعاب	اتعب	اتعب	Added	asmai-derivations
اِتِّعَاظٌ	اتعاظ	اتعظ	اتعظ	Added	asmai-derivations
أَتْعَبَ	اتعب	اتعب	ءتعب	صحيح	qutrub
أتعبدون	اتعبدون	عبد	عبد	derived	sarf-derivations
أتعجبين	اتعجبين	عجب	عجب	derived	sarf-derivations
اِتَّعَدَ	اتعد	اتعد	اتعد	صحيح	qutrub
أتعدانني	اتعدانني	وعد	وعد	derived	sarf-derivations
أَتْعَسَ	اتعس	اتعس	ءتعس	صحيح	qutrub
اَتَّعَظَ	اتعظ	اتعظ	اتعظ	صحيح	qutrub
أتعلمون	اتعلمون	علم	علم	derived	sarf-derivations
أَتْغَبَ	اتغب	اتغب	ءتغب	صحيح	qutrub
اِتِّفَاقٌ	اتفاق	اتفق	اتفق	Added	asmai-derivations
أَتْفَحَ	اتفح	اتفح	ءتفح	صحيح	qutrub
أَتْفَرَ	اتفر	اتفر	ءتفر	صحيح	qutrub
اِتَّفَرَ	اتفر	اتفر	اتفر	صحيح	qutrub
اِتَّفَقَ	اتفق	اتفق	اتفق	صحيح	qutrub
أَتْفَلَ	اتفل	اتفل	ءتفل	صحيح	qutrub
أَتْفَهَ	اتفه	اتفه	ءتفه	صحيح	qutrub
اتق	اتق	اتقا	وقي	derived	sarf-derivations
اِتَّقَى	اتقا	اتقا	اتقا	ناقص	qutrub
اتقى	اتقا	اتقا	وقي	derived	sarf-derivations
اِتِّقَاءٌ	اتقاء	اتقا	اتقا	Added	asmai-derivations
اِتِّقَادٌ	اتقاد	اتقد	اتقد	Added	asmai-derivations
أتقاكم	اتقاكم	اتقا	وقي	derived	sarf-derivations
إِتْقَانٌ	اتقان	اتقن	اتقن	Added	asmai-derivations
أتقتلون	اتقتلون	قتل	قتل	derived	sarf-derivations
اِتَّقَدَ	اتقد	اتقد	اتقد	صحيح	qutrub
اِتَّقَرَ	اتقر	اتقر	اتقر	صحيح	qutrub
أَتْقَنَ	اتقن	اتقن	ءتقن	صحيح	qutrub
أتقن	اتقن	اتقن	تقن	derived	sarf-derivations
اتقوا	اتقوا	اتقا	وقي	derived	sarf-derivations
أتقولون	اتقولون	قال	قول	derived	sarf-derivations
اتقيتن	اتقيتن	اتقا	وقي	derived	sarf-derivations
