word	vocalized	type	category	lemma	stem	tags	source
اببعضهن	أببعضهن	حرف	كلمات شائعة	اببعضهن	اببعضهن		stopwords-kalimat-extra
اببعضهن	أَبِبَعْضِهِنَّ	اسم	اسم إضافة	بعض	بعض	استفهام:جر:مضاف:مجرور:مجرور:متحرك:ينون	stopwords-kalimat-forms
اببعضي	أببعضي	حرف	كلمات شائعة	اببعضي	اببعضي		stopwords-kalimat-extra
اببعضي	أَبِبَعْضِِي	اسم	اسم إضافة	بعض	بعض	استفهام:جر:مضاف:مجرور:متحرك:ينون	stopwords-kalimat-forms
ابتدا	ابتدأ	حرف	كلمات شائعة	ابتدا	ابتدا		stopwords-kalimat-extra
ابتدا	ابْتَدَأ	فعل	كاد و اخواتها	ابتدا	ابتدا		stopwords-kalimat-forms
ابتدا	ابتدأ	حرف	كلمات شائعة	ابتدا	ابتدا		stopwords-kalimat-json
ابتدا	ابتدأ	حرف	كلمات شائعة	ابتدا	ابتدا		stopwords-kalimat-list
ابتدا	ابتدأ	حرف	كلمات شائعة	ابتدا	ابتدا		stopwords-kalimat-plain
ابتلك	أبتلك	حرف	كلمات شائعة	ابتلك	ابتلك		stopwords-kalimat-extra
ابتلك	أَبِتِلْك	اسم	اسم إشارة	تلك	تلك	استفهام:جر	stopwords-kalimat-forms
ابتلكم	أبتلكم	حرف	كلمات شائعة	ابتلكم	ابتلكم		stopwords-kalimat-extra
ابتلكم	أَبِتِلْكُم	اسم	اسم إشارة	تلكم	تلكم	استفهام:جر	stopwords-kalimat-forms
ابتلكما	أبتلكما	حرف	كلمات شائعة	ابتلكما	ابتلكما		stopwords-kalimat-extra
ابتلكما	أَبِتِلْكُمَا	اسم	اسم إشارة	تلكما	تلكما	استفهام:جر	stopwords-kalimat-forms
ابتينك	أبتينك	حرف	كلمات شائعة	ابتينك	ابتينك		stopwords-kalimat-extra
ابتينك	أَبِتَيْنِك	اسم	اسم إشارة	تينك	تينك	استفهام:جر	stopwords-kalimat-forms
ابجميع	أبجميع	حرف	كلمات شائعة	ابجميع	ابجميع		stopwords-kalimat-extra
ابجميع	أَبِجَمِيع	اسم	توكيد	جميع	جميع	استفهام:جر	stopwords-kalimat-forms
ابجميعك	أبجميعك	حرف	كلمات شائعة	ابجميعك	ابجميعك		stopwords-kalimat-extra
ابجميعك	أَبِجَمِيعكِ	اسم	توكيد	جميع	جميع	استفهام:جر:مضاف	stopwords-kalimat-forms
ابجميعكم	أبجميعكم	حرف	كلمات شائعة	ابجميعكم	ابجميعكم		stopwords-kalimat-extra
ابجميعكم	أَبِجَمِيعكُمْ	اسم	توكيد	جميع	جميع	استفهام:جر:مضاف	stopwords-kalimat-forms
ابجميعكما	أبجميعكما	حرف	كلمات شائعة	ابجميعكما	ابجميعكما		stopwords-kalimat-extra
ابجميعكما	أَبِجَمِيعكُمَا	اسم	توكيد	جميع	جميع	استفهام:جر:مضاف	stopwords-kalimat-forms
ابجميعكن	أبجميعكن	حرف	كلمات شائعة	ابجميعكن	ابجميعكن		stopwords-kalimat-extra
ابجميعكن	أَبِجَمِيعكُنَّ	اسم	توكيد	جميع	جميع	استفهام:جر:مضاف	stopwords-kalimat-forms
ابجميعنا	أبجميعنا	حرف	كلمات شائعة	ابجميعنا	ابجميعنا		stopwords-kalimat-extra
ابجميعنا	أَبِجَمِيعنَا	اسم	توكيد	جميع	جميع	استفهام:جر:مضاف	stopwords-kalimat-forms
ابجميعه	أبجميعه	حرف	كلمات شائعة	ابجميعه	ابجميعه		stopwords-kalimat-extra
ابجميعه	أَبِجَمِيعهُ	اسم	توكيد	جميع	جميع	استفهام:جر:مضاف:لايجر:T	stopwords-kalimat-forms
ابجميعها	أبجميعها	حرف	كلمات شائعة	ابجميعها	ابجميعها		stopwords-kalimat-extra
ابجميعها	أَبِجَمِيعهَا	اسم	توكيد	جميع	جميع	استفهام:جر:مضاف	stopwords-kalimat-forms
ابجميعهم	أبجميعهم	حرف	كلمات شائعة	ابجميعهم	ابجميعهم		stopwords-kalimat-extra
ابجميعهم	أَبِجَمِيعهُمْ	اسم	توكيد	جميع	جميع	استفهام:جر:مضاف:لايجر	stopwords-kalimat-forms
ابجميعهما	أبجميعهما	حرف	كلمات شائعة	ابجميعهما	ابجميعهما		stopwords-kalimat-extra
ابجميعهما	أَبِجَمِيعهُمَا	اسم	توكيد	جميع	جميع	استفهام:جر:مضاف:لايجر	stopwords-kalimat-forms
ابجميعهن	أبجميعهن	حرف	كلمات شائعة	ابجميعهن	ابجميعهن		stopwords-kalimat-extra
ابجميعهن	أَبِجَمِيعهُنَّ	اسم	توكيد	جميع	جميع	استفهام:جر:مضاف:لايجر	stopwords-kalimat-forms
ابجميعي	أبجميعي	حرف	كلمات شائعة	ابجميعي	ابجميعي		stopwords-kalimat-extra
ابجميعي	أَبِجَمِيعِي	اسم	توكيد	جميع	جميع	استفهام:جر:مضاف	stopwords-kalimat-forms
ابحسب	أبحسب	حرف	كلمات شائعة	ابحسب	ابحسب		stopwords-kalimat-extra
ابحسب	أَبِحَسْب	اسم	اسم إضافة	حسب	حسب	استفهام:جر	stopwords-kalimat-forms
ابحسبك	أبحسبك	حرف	كلمات شائعة	ابحسبك	ابحسبك		stopwords-kalimat-extra
ابحسبك	أَبِحَسْبكِ	اسم	اسم إضافة	حسب	حسب	استفهام:جر:مضاف	stopwords-kalimat-forms
ابحسبكم	أبحسبكم	حرف	كلمات شائعة	ابحسبكم	ابحسبكم		stopwords-kalimat-extra
ابحسبكم	أَبِحَسْبكُمْ	اسم	اسم إضافة	حسب	حسب	استفهام:جر:مضاف	stopwords-kalimat-forms
ابحسبكما	أبحسبكما	حرف	كلمات شائعة	ابحسبكما	ابحسبكما		stopwords-kalimat-extra
ابحسبكما	أَبِحَسْبكُمَا	اسم	اسم إضافة	حسب	حسب	استفهام:جر:مضاف	stopwords-kalimat-forms
ابحسبكن	أبحسبكن	حرف	كلمات شائعة	ابحسبكن	ابحسبكن		stopwords-kalimat-extra
ابحسبكن	أَبِحَسْبكُنَّ	اسم	اسم إضافة	حسب	حسب	استفهام:جر:مضاف	stopwords-kalimat-forms
ابحسبنا	أبحسبنا	حرف	كلمات شائعة	ابحسبنا	ابحسبنا		stopwords-kalimat-extra
ابحسبنا	أَبِحَسْبنَا	اسم	اسم إضافة	حسب	حسب	استفهام:جر:مضاف	stopwords-kalimat-forms
ابحسبه	أبحسبه	حرف	كلمات شائعة	ابحسبه	ابحسبه		stopwords-kalimat-extra
ابحسبه	أَبِحَسْبهُ	اسم	اسم إضافة	حسب	حسب	استفهام:جر:مضاف:لايجر:T	stopwords-kalimat-forms
ابحسبها	أبحسبها	حرف	كلمات شائعة	ابحسبها	ابحسبها		stopwords-kalimat-extra
ابحسبها	أَبِحَسْبهَا	اسم	اسم إضافة	حسب	حسب	استفهام:جر:مضاف	stopwords-kalimat-forms
ابحسبهم	أبحسبهم	حرف	كلمات شائعة	ابحسبهم	ابحسبهم		stopwords-kalimat-extra
ابحسبهم	أَبِحَسْبهُمْ	اسم	اسم إضافة	حسب	حسب	استفهام:جر:مضاف:لايجر	stopwords-kalimat-forms
ابحسبهما	أبحسبهما	حرف	كلمات شائعة	ابحسبهما	ابحسبهما		stopwords-kalimat-extra
ابحسبهما	أَبِحَسْبهُمَا	اسم	اسم إضافة	حسب	حسب	استفهام:جر:مضاف:لايجر	stopwords-kalimat-forms
ابحسبهن	أبحسبهن	حرف	كلمات شائعة	ابحسبهن	ابحسبهن		stopwords-kalimat-extra
ابحسبهن	أَبِحَسْبهُنَّ	اسم	اسم إضافة	حسب	حسب	استفهام:جر:مضاف:لايجر	stopwords-kalimat-forms
ابحسبي	أبحسبي	حرف	كلمات شائعة	ابحسبي	ابحسبي		stopwords-kalimat-extra
ابحسبي	أَبِحَسْبِي	اسم	اسم إضافة	حسب	حسب	استفهام:جر:مضاف	stopwords-kalimat-forms
ابدا	أبدا	حرف	كلمات شائعة	ابدا	ابدا		stopwords-kalimat-extra
ابدا	أَبَدا	اسم	ظرف زمان	ابدا	ابدا		stopwords-kalimat-forms
ابدا	أبدا	حرف	كلمات شائعة	ابدا	ابدا		stopwords-kalimat-json
ابدا	أبدا	حرف	كلمات شائعة	ابدا	ابدا		stopwords-kalimat-list
ابدا	أبدا	حرف	كلمات شائعة	ابدا	ابدا		stopwords-kalimat-plain
ابذاك	أبذاك	حرف	كلمات شائعة	ابذاك	ابذاك		stopwords-kalimat-extra
ابذاك	أَبِذَاك	اسم	اسم إشارة	ذاك	ذاك	استفهام:جر	stopwords-kalimat-forms
ابذانك	أبذانك	حرف	كلمات شائعة	ابذانك	ابذانك		stopwords-kalimat-extra
ابذانك	أَبِذَانِك	اسم	اسم إشارة	ذانك	ذانك	استفهام:جر	stopwords-kalimat-forms
ابذلك	أبذلك	حرف	كلمات شائعة	ابذلك	ابذلك		stopwords-kalimat-extra
ابذلك	أَبِذَلِك	اسم	اسم إشارة	ذلك	ذلك	استفهام:جر	stopwords-kalimat-forms
ابذلكم	أبذلكم	حرف	كلمات شائعة	ابذلكم	ابذلكم		stopwords-kalimat-extra
ابذلكم	أَبِذَلِكُم	اسم	اسم إشارة	ذلكم	ذلكم	استفهام:جر	stopwords-kalimat-forms
ابذلكما	أبذلكما	حرف	كلمات شائعة	ابذلكما	ابذلكما		stopwords-kalimat-extra
ابذلكما	أَبِذَلَكُمَا	اسم	اسم إشارة	ذلكما	ذلكما	استفهام:جر	stopwords-kalimat-forms
ابذلكن	أبذلكن	حرف	كلمات شائعة	ابذلكن	ابذلكن		stopwords-kalimat-extra
ابذلكن	أَبِذَلِكُنّ	اسم	اسم إشارة	ذلكن	ذلكن	استفهام:جر	stopwords-kalimat-forms
ابذواتي	أبذواتي	حرف	كلمات شائعة	ابذواتي	ابذواتي		stopwords-kalimat-extra
ابذواتي	أَبِذَوَاتَي	اسم	اسم إشارة	ذواتي	ذواتي	استفهام:جر	stopwords-kalimat-forms
ابذي	أبذي	حرف	كلمات شائعة	ابذي	ابذي		stopwords-kalimat-extra
ابذي	أَبِذِي	اسم	اسم إشارة	ذي	ذي	استفهام:جر	stopwords-kalimat-forms
ابذين	أبذين	حرف	كلمات شائعة	ابذين	ابذين		stopwords-kalimat-extra
ابذين	أَبِذَيْن	اسم	اسم إشارة	ذين	ذين	استفهام:جر	stopwords-kalimat-forms
ابذينك	أبذينك	حرف	كلمات شائعة	ابذينك	ابذينك		stopwords-kalimat-extra
ابذينك	أَبِذَيْنِك	اسم	اسم إشارة	ذينك	ذينك	استفهام:جر	stopwords-kalimat-forms
ابريل	أبريل	حرف	كلمات شائعة	ابريل	ابريل		stopwords-kalimat-json
ابريل	أبريل	حرف	كلمات شائعة	ابريل	ابريل		stopwords-kalimat-list
ابريل	أبريل	حرف	كلمات شائعة	ابريل	ابريل		stopwords-kalimat-plain
ابسوا	أبسوى	حرف	كلمات شائعة	ابسوا	ابسوا		stopwords-kalimat-extra
ابسوا	أَبِسِوَى	اسم	اسم إضافة	سوا	سوا	استفهام:جر	stopwords-kalimat-forms
ابسواك	أَبِسِوَاكِ	اسم	اسم إضافة	سوا	سوا	استفهام:جر:مضاف	stopwords-kalimat-forms
ابسواكم	أَبِسِوَاكُمْ	اسم	اسم إضافة	سوا	سوا	استفهام:جر:مضاف	stopwords-kalimat-forms
ابسواكما	أَبِسِوَاكُمَا	اسم	اسم إضافة	سوا	سوا	استفهام:جر:مضاف	stopwords-kalimat-forms
ابسواكن	أَبِسِوَاكُنَّ	اسم	اسم إضافة	سوا	سوا	استفهام:جر:مضاف	stopwords-kalimat-forms
ابسوانا	أَبِسِوَانَا	اسم	اسم إضافة	سوا	سوا	استفهام:جر:مضاف	stopwords-kalimat-forms
ابسواه	أَبِسِوَاهُ	اسم	اسم إضافة	سوا	سوا	استفهام:جر:مضاف:لايجر:T	stopwords-kalimat-forms
ابسواها	أَبِسِوَاهَا	اسم	اسم إضافة	سوا	سوا	استفهام:جر:مضاف	stopwords-kalimat-forms
ابسواهم	أَبِسِوَاهُمْ	اسم	اسم إضافة	سوا	سوا	استفهام:جر:مضاف:لايجر	stopwords-kalimat-forms
ابسواهما	أَبِسِوَاهُمَا	اسم	اسم إضافة	سوا	سوا	استفهام:جر:مضاف:لايجر	stopwords-kalimat-forms
ابسواهن	أَبِسِوَاهُنَّ	اسم	اسم إضافة	سوا	سوا	استفهام:جر:مضاف:لايجر	stopwords-kalimat-forms
ابسواي	أَبِسِوَاِي	اسم	اسم إضافة	سوا	سوا	استفهام:جر:مضاف	stopwords-kalimat-forms
ابسوي	أبسوي	حرف	كلمات شائعة	ابسوي	ابسوي		stopwords-kalimat-extra
ابسويك	أبسويك	حرف	كلمات شائعة	ابسويك	ابسويك		stopwords-kalimat-extra
ابسويكم	أبسويكم	حرف	كلمات شائعة	ابسويكم	ابسويكم		stopwords-kalimat-extra
ابسويكما	أبسويكما	حرف	كلمات شائعة	ابسويكما	ابسويكما		stopwords-kalimat-extra
ابسويكن	أبسويكن	حرف	كلمات شائعة	ابسويكن	ابسويكن		stopwords-kalimat-extra
ابسوينا	أبسوينا	حرف	كلمات شائعة	ابسوينا	ابسوينا		stopwords-kalimat-extra
ابسويه	أبسويه	حرف	كلمات شائعة	ابسويه	ابسويه		stopwords-kalimat-extra
ابسويها	أبسويها	حرف	كلمات شائعة	ابسويها	ابسويها		stopwords-kalimat-extra
ابسويهم	أبسويهم	حرف	كلمات شائعة	ابسويهم	ابسويهم		stopwords-kalimat-extra
ابسويهما	أبسويهما	حرف	كلمات شائعة	ابسويهما	ابسويهما		stopwords-kalimat-extra
ابسويهن	أبسويهن	حرف	كلمات شائعة	ابسويهن	ابسويهن		stopwords-kalimat-extra
ابشبه	أبشبه	حرف	كلمات شائعة	ابشبه	ابشبه		stopwords-kalimat-extra
ابشبه	أَبِشِبْه	اسم	اسم إضافة	شبه	شبه	استفهام:جر	stopwords-kalimat-forms
ابشبهك	أبشبهك	حرف	كلمات شائعة	ابشبهك	ابشبهك		stopwords-kalimat-extra
ابشبهك	أَبِشِبْهكِ	اسم	اسم إضافة	شبه	شبه	استفهام:جر:مضاف	stopwords-kalimat-forms
ابشبهكم	أبشبهكم	حرف	كلمات شائعة	ابشبهكم	ابشبهكم		stopwords-kalimat-extra
ابشبهكم	أَبِشِبْهكُمْ	اسم	اسم إضافة	شبه	شبه	استفهام:جر:مضاف	stopwords-kalimat-forms
ابشبهكما	أبشبهكما	حرف	كلمات شائعة	ابشبهكما	ابشبهكما		stopwords-kalimat-extra
ابشبهكما	أَبِشِبْهكُمَا	اسم	اسم إضافة	شبه	شبه	استفهام:جر:مضاف	stopwords-kalimat-forms
ابشبهكن	أبشبهكن	حرف	كلمات شائعة	ابشبهكن	ابشبهكن		stopwords-kalimat-extra
ابشبهكن	أَبِشِبْهكُنَّ	اسم	اسم إضافة	شبه	شبه	استفهام:جر:مضاف	stopwords-kalimat-forms
ابشبهنا	أبشبهنا	حرف	كلمات شائعة	ابشبهنا	ابشبهنا		stopwords-kalimat-extra
ابشبهنا	أَبِشِبْهنَا	اسم	اسم إضافة	شبه	شبه	استفهام:جر:مضاف	stopwords-kalimat-forms
ابشبهه	أبشبهه	حرف	كلمات شائعة	ابشبهه	ابشبهه		stopwords-kalimat-extra
ابشبهه	أَبِشِبْههُ	اسم	اسم إضافة	شبه	شبه	استفهام:جر:مضاف:لايجر:T	stopwords-kalimat-forms
ابشبهها	أبشبهها	حرف	كلمات شائعة	ابشبهها	ابشبهها		stopwords-kalimat-extra
ابشبهها	أَبِشِبْههَا	اسم	اسم إضافة	شبه	شبه	استفهام:جر:مضاف	stopwords-kalimat-forms
ابشبههم	أبشبههم	حرف	كلمات شائعة	ابشبههم	ابشبههم		stopwords-kalimat-extra
ابشبههم	أَبِشِبْههُمْ	اسم	اسم إضافة	شبه	شبه	استفهام:جر:مضاف:لايجر	stopwords-kalimat-forms
ابشبههما	أبشبههما	حرف	كلمات شائعة	ابشبههما	ابشبههما		stopwords-kalimat-extra
