word	vocalized	type	category	source
ابهذا	أَبِهَذَا	اسم	اسم إشارة	compiled-forms-derived
ابهذه	أَبِهَذِه	اسم	اسم إشارة	compiled-forms-derived
ابهم	أَبِهُم	ضمير	ضمير منفصل	compiled-forms-derived
ابهما	أَبِهُمَا	ضمير	ضمير منفصل	compiled-forms-derived
ابهن	أَبِهُنّ	ضمير	ضمير منفصل	compiled-forms-derived
ابهناك	أَبِهُنَاك	اسم	اسم إشارة	compiled-forms-derived
ابهنالك	أَبِهُنَالِك	اسم	اسم إشارة	compiled-forms-derived
ابهو	أَبِهُو	ضمير	ضمير منفصل	compiled-forms-derived
ابهي	أَبِهِي	ضمير	ضمير منفصل	compiled-forms-derived
ابو	أبو	حرف	كلمات شائعة	compiled-forms-derived
ابوك	أَبُوكِ	اسم	الأسماء الخمسة	compiled-forms-derived
ابوكم	أَبُوكُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
ابوكما	أَبُوكُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
ابوكن	أَبُوكُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
ابونا	أَبُونَا	اسم	الأسماء الخمسة	compiled-forms-derived
ابوه	أَبُوهُ	اسم	الأسماء الخمسة	compiled-forms-derived
ابوها	أَبُوهَا	اسم	الأسماء الخمسة	compiled-forms-derived
ابوهم	أَبُوهُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
ابوهما	أَبُوهُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
ابوهن	أَبُوهُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
ابوي	أَبُوِي	اسم	الأسماء الخمسة	compiled-forms-derived
ابي	أَبِي	ضمير	ضمير متصل مجرور	compiled-forms-derived
ابيك	أَبِيكِ	اسم	الأسماء الخمسة	compiled-forms-derived
ابيكم	أَبِيكُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
ابيكما	أَبِيكُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
ابيكن	أَبِيكُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
ابين	ابين	حرف	كلمات شائعة	compiled-forms-derived
ابينا	أَبِينَا	اسم	الأسماء الخمسة	compiled-forms-derived
ابيه	أَبِيهُ	اسم	الأسماء الخمسة	compiled-forms-derived
ابيها	أَبِيهَا	اسم	الأسماء الخمسة	compiled-forms-derived
ابيهم	أَبِيهُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
ابيهما	أَبِيهُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
ابيهن	أَبِيهُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
اتحت	أَتَحْت	اسم	ظرف مكان	compiled-forms-derived
اتحتك	أَتَحْتكِ	اسم	ظرف مكان	compiled-forms-derived
اتحتكم	أَتَحْتكُمْ	اسم	ظرف مكان	compiled-forms-derived
اتحتكما	أَتَحْتكُمَا	اسم	ظرف مكان	compiled-forms-derived
اتحتكن	أَتَحْتكُنَّ	اسم	ظرف مكان	compiled-forms-derived
اتحتنا	أَتَحْتنَا	اسم	ظرف مكان	compiled-forms-derived
اتحته	أَتَحْتهُ	اسم	ظرف مكان	compiled-forms-derived
اتحتها	أَتَحْتهَا	اسم	ظرف مكان	compiled-forms-derived
اتحتهم	أَتَحْتهُمْ	اسم	ظرف مكان	compiled-forms-derived
اتحتهما	أَتَحْتهُمَا	اسم	ظرف مكان	compiled-forms-derived
اتحتهن	أَتَحْتهُنَّ	اسم	ظرف مكان	compiled-forms-derived
اتحتي	أَتَحْتِي	اسم	ظرف مكان	compiled-forms-derived
اتخذ	اتخذ	حرف	كلمات شائعة	compiled-forms-derived
اتلك	أَتِلْك	اسم	اسم إشارة	compiled-forms-derived
اتلكم	أَتِلْكُم	اسم	اسم إشارة	compiled-forms-derived
اتلكما	أَتِلْكُمَا	اسم	اسم إشارة	compiled-forms-derived
اتينك	أَتَيْنِك	اسم	اسم إشارة	compiled-forms-derived
اثر	اثر	حرف	كلمات شائعة	compiled-forms-derived
اثم	أَثَمّ	اسم	اسم إشارة	compiled-forms-derived
اثمة	أَثَمَّة	اسم	اسم إشارة	compiled-forms-derived
اثنا	اثنا	حرف	كلمات شائعة	compiled-forms-derived
اثناء	أَثْنَاء	اسم	ظرف زمان	compiled-forms-derived
اثناءك	أَثْنَاءكِ	اسم	ظرف زمان	compiled-forms-derived
اثناءكم	أَثْنَاءكُمْ	اسم	ظرف زمان	compiled-forms-derived
اثناءكما	أَثْنَاءكُمَا	اسم	ظرف زمان	compiled-forms-derived
اثناءكن	أَثْنَاءكُنَّ	اسم	ظرف زمان	compiled-forms-derived
اثناءنا	أَثْنَاءنَا	اسم	ظرف زمان	compiled-forms-derived
اثناءه	أَثْنَاءهُ	اسم	ظرف زمان	compiled-forms-derived
اثناءها	أَثْنَاءهَا	اسم	ظرف زمان	compiled-forms-derived
اثناءهم	أَثْنَاءهُمْ	اسم	ظرف زمان	compiled-forms-derived
اثناءهما	أَثْنَاءهُمَا	اسم	ظرف زمان	compiled-forms-derived
اثناءهن	أَثْنَاءهُنَّ	اسم	ظرف زمان	compiled-forms-derived
اثناءي	أَثْنَائِي	اسم	ظرف زمان	compiled-forms-derived
اثنان	اثنان	حرف	كلمات شائعة	compiled-forms-derived
اثني	اثني	حرف	كلمات شائعة	compiled-forms-derived
اثنين	اثنين	حرف	كلمات شائعة	compiled-forms-derived
اجل	أجل	حرف	كلمات شائعة	compiled-forms-derived
اجمع	أجمع	حرف	كلمات شائعة	compiled-forms-derived
اجمعك	أَجْمَعكِ	اسم	توكيد	compiled-forms-derived
اجمعكم	أَجْمَعكُمْ	اسم	توكيد	compiled-forms-derived
اجمعكما	أَجْمَعكُمَا	اسم	توكيد	compiled-forms-derived
اجمعكن	أَجْمَعكُنَّ	اسم	توكيد	compiled-forms-derived
اجمعنا	أَجْمَعنَا	اسم	توكيد	compiled-forms-derived
اجمعه	أَجْمَعهُ	اسم	توكيد	compiled-forms-derived
اجمعها	أَجْمَعهَا	اسم	توكيد	compiled-forms-derived
اجمعهم	أَجْمَعهُمْ	اسم	توكيد	compiled-forms-derived
اجمعهما	أَجْمَعهُمَا	اسم	توكيد	compiled-forms-derived
اجمعهن	أَجْمَعهُنَّ	اسم	توكيد	compiled-forms-derived
اجمعي	أَجْمَعِي	اسم	توكيد	compiled-forms-derived
اجميع	أَجَمِيع	اسم	توكيد	compiled-forms-derived
اجميعك	أَجَمِيعكِ	اسم	توكيد	compiled-forms-derived
اجميعكم	أَجَمِيعكُمْ	اسم	توكيد	compiled-forms-derived
اجميعكما	أَجَمِيعكُمَا	اسم	توكيد	compiled-forms-derived
اجميعكن	أَجَمِيعكُنَّ	اسم	توكيد	compiled-forms-derived
اجميعنا	أَجَمِيعنَا	اسم	توكيد	compiled-forms-derived
اجميعه	أَجَمِيعهُ	اسم	توكيد	compiled-forms-derived
اجميعها	أَجَمِيعهَا	اسم	توكيد	compiled-forms-derived
اجميعهم	أَجَمِيعهُمْ	اسم	توكيد	compiled-forms-derived
اجميعهما	أَجَمِيعهُمَا	اسم	توكيد	compiled-forms-derived
اجميعهن	أَجَمِيعهُنَّ	اسم	توكيد	compiled-forms-derived
اجميعي	أَجَمِيعِي	اسم	توكيد	compiled-forms-derived
احد	أحد	حرف	كلمات شائعة	compiled-forms-derived
احدا	إحدى	حرف	كلمات شائعة	compiled-forms-derived
احسب	أَحَسْب	اسم	اسم إضافة	compiled-forms-derived
احسبك	أَحَسْبكِ	اسم	اسم إضافة	compiled-forms-derived
احسبكم	أَحَسْبكُمْ	اسم	اسم إضافة	compiled-forms-derived
احسبكما	أَحَسْبكُمَا	اسم	اسم إضافة	compiled-forms-derived
احسبكن	أَحَسْبكُنَّ	اسم	اسم إضافة	compiled-forms-derived
احسبما	أَحَسْبَمَا	اسم	جار ومجرور	compiled-forms-derived
احسبنا	أَحَسْبنَا	اسم	اسم إضافة	compiled-forms-derived
احسبه	أَحَسْبهُ	اسم	اسم إضافة	compiled-forms-derived
احسبها	أَحَسْبهَا	اسم	اسم إضافة	compiled-forms-derived
احسبهم	أَحَسْبهُمْ	اسم	اسم إضافة	compiled-forms-derived
احسبهما	أَحَسْبهُمَا	اسم	اسم إضافة	compiled-forms-derived
احسبهن	أَحَسْبهُنَّ	اسم	اسم إضافة	compiled-forms-derived
احسبي	أَحَسْبِي	اسم	اسم إضافة	compiled-forms-derived
اخ	أخ	حرف	كلمات شائعة	compiled-forms-derived
اخا	أَخَا	اسم	الأسماء الخمسة	compiled-forms-derived
اخاك	أَخَاكِ	اسم	الأسماء الخمسة	compiled-forms-derived
اخاكم	أَخَاكُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
اخاكما	أَخَاكُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
اخاكن	أَخَاكُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
اخانا	أَخَانَا	اسم	الأسماء الخمسة	compiled-forms-derived
اخاه	أَخَاهُ	اسم	الأسماء الخمسة	compiled-forms-derived
اخاها	أَخَاهَا	اسم	الأسماء الخمسة	compiled-forms-derived
اخاهم	أَخَاهُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
اخاهما	أَخَاهُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
اخاهن	أَخَاهُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
اخاي	أَخَاِي	اسم	الأسماء الخمسة	compiled-forms-derived
اخبر	أخبر	حرف	كلمات شائعة	compiled-forms-derived
اخذ	أخذ	حرف	كلمات شائعة	compiled-forms-derived
اخرا	اخرى	حرف	كلمات شائعة	compiled-forms-derived
اخك	أخك	حرف	كلمات شائعة	compiled-forms-derived
اخكم	أخكم	حرف	كلمات شائعة	compiled-forms-derived
اخكما	أخكما	حرف	كلمات شائعة	compiled-forms-derived
اخكن	أخكن	حرف	كلمات شائعة	compiled-forms-derived
اخلف	أَخَلْف	اسم	ظرف مكان	compiled-forms-derived
اخلفك	أَخَلْفكِ	اسم	ظرف مكان	compiled-forms-derived
اخلفكم	أَخَلْفكُمْ	اسم	ظرف مكان	compiled-forms-derived
اخلفكما	أَخَلْفكُمَا	اسم	ظرف مكان	compiled-forms-derived
اخلفكن	أَخَلْفكُنَّ	اسم	ظرف مكان	compiled-forms-derived
اخلفنا	أَخَلْفنَا	اسم	ظرف مكان	compiled-forms-derived
اخلفه	أَخَلْفهُ	اسم	ظرف مكان	compiled-forms-derived
اخلفها	أَخَلْفهَا	اسم	ظرف مكان	compiled-forms-derived
اخلفهم	أَخَلْفهُمْ	اسم	ظرف مكان	compiled-forms-derived
اخلفهما	أَخَلْفهُمَا	اسم	ظرف مكان	compiled-forms-derived
اخلفهن	أَخَلْفهُنَّ	اسم	ظرف مكان	compiled-forms-derived
اخلفي	أَخَلْفِي	اسم	ظرف مكان	compiled-forms-derived
اخلولق	اخلولق	حرف	كلمات شائعة	compiled-forms-derived
اخنا	أخنا	حرف	كلمات شائعة	compiled-forms-derived
اخه	أخه	حرف	كلمات شائعة	compiled-forms-derived
اخها	أخها	حرف	كلمات شائعة	compiled-forms-derived
اخهم	أخهم	حرف	كلمات شائعة	compiled-forms-derived
اخهما	أخهما	حرف	كلمات شائعة	compiled-forms-derived
اخهن	أخهن	حرف	كلمات شائعة	compiled-forms-derived
اخو	أخو	حرف	كلمات شائعة	compiled-forms-derived
اخوك	أَخُوكِ	اسم	الأسماء الخمسة	compiled-forms-derived
اخوكم	أَخُوكُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
اخوكما	أَخُوكُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
اخوكن	أَخُوكُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
اخونا	أَخُونَا	اسم	الأسماء الخمسة	compiled-forms-derived
اخوه	أَخُوهُ	اسم	الأسماء الخمسة	compiled-forms-derived
اخوها	أَخُوهَا	اسم	الأسماء الخمسة	compiled-forms-derived
اخوهم	أَخُوهُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
اخوهما	أَخُوهُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
اخوهن	أَخُوهُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
اخوي	أَخُوِي	اسم	الأسماء الخمسة	compiled-forms-derived
اخي	أَخِيَّ	اسم	الأسماء الخمسة	compiled-forms-derived
اخيك	أَخِيكِ	اسم	الأسماء الخمسة	compiled-forms-derived
اخيكم	أَخِيكُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
اخيكما	أَخِيكُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
اخيكن	أَخِيكُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
اخينا	أَخِينَا	اسم	الأسماء الخمسة	compiled-forms-derived
اخيه	أَخِيهُ	اسم	الأسماء الخمسة	compiled-forms-derived
اخيها	أَخِيهَا	اسم	الأسماء الخمسة	compiled-forms-derived
اخيهم	أَخِيهُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
اخيهما	أَخِيهُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
اخيهن	أَخِيهُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
اذ	إذ	حرف	كلمات شائعة	compiled-forms-derived
اذا	إذا	حرف	كلمات شائعة	compiled-forms-derived
اذاك	أَذَاك	اسم	اسم إشارة	compiled-forms-derived
اذانك	أَذَانِك	اسم	اسم إشارة	compiled-forms-derived
اذلك	أَذَلِك	اسم	اسم إشارة	compiled-forms-derived
اذلكم	أَذَلِكُم	اسم	اسم إشارة	compiled-forms-derived
اذلكما	أَذَلَكُمَا	اسم	اسم إشارة	compiled-forms-derived
اذلكن	أَذَلِكُنّ	اسم	اسم إشارة	compiled-forms-derived
اذما	إذما	حرف	كلمات شائعة	compiled-forms-derived
اذن	إذن	حرف	كلمات شائعة	compiled-forms-derived
اذواتا	أَذَوَاتَا	اسم	اسم إشارة	compiled-forms-derived
اذواتي	أَذَوَاتَي	اسم	اسم إشارة	compiled-forms-derived
اذي	أَذِي	اسم	اسم إشارة	compiled-forms-derived
اذين	أَذَيْن	اسم	اسم إشارة	compiled-forms-derived
اذينك	أَذَيْنِك	اسم	اسم إشارة	compiled-forms-derived
ارا	أرى	حرف	كلمات شائعة	compiled-forms-derived
اربع	أربع	حرف	كلمات شائعة	compiled-forms-derived
اربعاء	أربعاء	حرف	كلمات شائعة	compiled-forms-derived
اربعة	أربعة	حرف	كلمات شائعة	compiled-forms-derived
اربعمءة	أربعمئة	حرف	كلمات شائعة	compiled-forms-derived
اربعماءة	أربعمائة	حرف	كلمات شائعة	compiled-forms-derived
اربعون	أربعون	حرف	كلمات شائعة	compiled-forms-derived
اربعين	أربعين	حرف	كلمات شائعة	compiled-forms-derived
ارتد	ارتد	حرف	كلمات شائعة	compiled-forms-derived
ازاء	إزاء	حرف	كلمات شائعة	compiled-forms-derived
استحال	استحال	حرف	كلمات شائعة	compiled-forms-derived
اسفل	أَسْفَلِ	اسم	ظرف مكان	compiled-forms-derived
اسفلك	أَسْفَلِكِ	اسم	ظرف مكان	compiled-forms-derived
اسفلكم	أَسْفَلِكُمْ	اسم	ظرف مكان	compiled-forms-derived
