word	vocalized	source
احرازهم	إحْرَازِهِمُ	vocalizations-paired-words
احرز	أَحْرَزَ	vocalizations-paired-words
احرزا	أحرزا	vocalizations-paired-words
احرزت	أَحْرَزَتِ	vocalizations-paired-words
احرزته	أَحْرَزَتْهُ	vocalizations-paired-words
احرزها	أَحْرَزَهَا	vocalizations-paired-words
احرص	أَحْرَصَ	vocalizations-json-map
احس	أَحَسَّ	vocalizations-json-map
احسان	إِحْسان	vocalizations-paired-words
احسانا	إِحْسَانًا	vocalizations-json-map
احسب	أَحَسِبَ	vocalizations-json-map
احسن	أَحْسَنِ	vocalizations-json-map
احسنتم	أَحْسَنْتُمْ	vocalizations-json-map
احسنه	أَحْسَنَهُ	vocalizations-json-map
احسنوا	أَحْسَنُوا	vocalizations-json-map
احسوا	أَحَسُّوا	vocalizations-json-map
احشروا	احْشُرُوا	vocalizations-json-map
احصا	أَحْصَى	vocalizations-json-map
احصاءات	إحْصَاءَاتٍ	vocalizations-paired-words
احصاءيات	إِحْصَائِيَاتُ	vocalizations-paired-words
احصاه	أَحْصَاهُ	vocalizations-json-map
احصاها	أَحْصَاهَا	vocalizations-json-map
احصاهم	أَحْصَاهُمْ	vocalizations-json-map
احصرتم	أُحْصِرْتُمْ	vocalizations-json-map
احصروا	أُحْصِرُوا	vocalizations-json-map
احصن	أُحْصِنَّ	vocalizations-json-map
احصنت	أَحْصَنَتْ	vocalizations-json-map
احصيناه	أَحْصَيْنَاهُ	vocalizations-json-map
احضر	أَحْضِرْ	vocalizations-paired-words
احضرت	أَحْضَرَتْ	vocalizations-json-map
احطت	أَحَطْتُ	vocalizations-json-map
احطنا	أَحَطْنَا	vocalizations-json-map
احفاده	أحْفَادِهِ	vocalizations-paired-words
احق	أَحَقٌّ	vocalizations-json-map
احقابا	أَحْقَابًا	vocalizations-json-map
احكم	احْكُمْ	vocalizations-json-map
احكمت	أُحْكِمَتْ	vocalizations-json-map
احل	أَحَلَّ	vocalizations-json-map
احلام	أَحْلَامٍ	vocalizations-json-map
احلامهم	أَحْلَامُهُمْ	vocalizations-json-map
احلت	أُحِلَّتْ	vocalizations-json-map
احللنا	أَحْلَلْنَا	vocalizations-json-map
احلنا	أَحَلَّنَا	vocalizations-json-map
احمد	أَحْمَدُ	vocalizations-json-map
احمرار	احْمِرَارُ	vocalizations-paired-words
احمل	احْمِلْ	vocalizations-json-map
احملكم	أَحْمِلُكُمْ	vocalizations-json-map
احوا	أَحْوَى	vocalizations-json-map
احوال	أَحْوَالِ	vocalizations-paired-words
احيا	أَحْيَا	vocalizations-json-map
احياء	أَحْيَاءً	vocalizations-json-map
احياءها	أَحْيَائِها	vocalizations-paired-words
احياكم	أَحْيَاكُمْ	vocalizations-json-map
احيانا	أحْيَانًا	vocalizations-paired-words
احياها	أَحْيَاهَا	vocalizations-json-map
احياهم	أَحْيَاهُمْ	vocalizations-json-map
احيت	أحْيَتِ	vocalizations-paired-words
احيط	أُحِيطَ	vocalizations-json-map
احيي	أُحْيِي	vocalizations-json-map
احييناها	أَحْيَيْنَاهَا	vocalizations-json-map
اخ	أَخٌ	vocalizations-json-map
اخا	أَخَا	vocalizations-json-map
اخاف	أَخَافُ	vocalizations-json-map
اخالفكم	أُخَالِفَكُمْ	vocalizations-json-map
اخانا	أَخَانَا	vocalizations-json-map
اخاه	أَخَاهُ	vocalizations-json-map
اخاهم	أَخَاهُمْ	vocalizations-json-map
اخباركم	أَخْبَارَكُمْ	vocalizations-json-map
اخبارها	أَخْبَارَهَا	vocalizations-json-map
اخت	أُخْتَ	vocalizations-json-map
اختارت	اخْتَارَتْ	vocalizations-paired-words
اختتم	اخْتَتَمَ	vocalizations-paired-words
اختتمت	اخْتُتِمَتْ	vocalizations-paired-words
اختر	اختر	vocalizations-paired-words
اخترتك	اخْتَرْتُكَ	vocalizations-json-map
اخترع	اخْتَرَعَ	vocalizations-paired-words
اخترناهم	اخْتَرْنَاهُمْ	vocalizations-json-map
اختصاصية	اخْتِصَاصِيَّةُ	vocalizations-paired-words
اختصموا	اخْتَصَمُوا	vocalizations-json-map
اختفتا	اخْتَفَتَا	vocalizations-paired-words
اختك	أُخْتُكَ	vocalizations-json-map
اختلاف	اخْتِلَافُ	vocalizations-json-map
اختلافا	اخْتِلَافًا	vocalizations-json-map
اختلافها	اخْتِلَافِهَا	vocalizations-paired-words
اختلاق	اخْتِلَاقٌ	vocalizations-json-map
اختلط	اخْتَلَطَ	vocalizations-json-map
اختلف	اخْتَلَفَ	vocalizations-json-map
اختلفتم	اخْتَلَفْتُمْ	vocalizations-json-map
اختلفوا	اخْتَلَفُوا	vocalizations-json-map
اختها	أُخْتَهَا	vocalizations-json-map
اختيار	اخْتِيَارُ	vocalizations-paired-words
اختياره	اخْتِيَارُهُ	vocalizations-paired-words
اخدان	أَخْدَانٍ	vocalizations-json-map
اخذ	أَخْذَ	vocalizations-json-map
اخذا	أَخْذًا	vocalizations-json-map
اخذة	أَخْذَةً	vocalizations-json-map
اخذت	أَخَذَتِ	vocalizations-json-map
اخذتم	أَخَذْتُمْ	vocalizations-json-map
اخذته	أَخَذَتْهُ	vocalizations-json-map
اخذتها	أَخَذْتُهَا	vocalizations-json-map
اخذتهم	أَخَذَتْهُمُ	vocalizations-json-map
اخذنا	أَخَذْنَا	vocalizations-json-map
اخذناهم	أَخَذْنَاهُمْ	vocalizations-json-map
اخذه	أَخْذَهُ	vocalizations-json-map
اخذوا	أُخِذُوا	vocalizations-json-map
اخر	أُخَرَ	vocalizations-json-map
اخرا	أُخْرَى	vocalizations-json-map
اخراج	إِخْرَاجٍ	vocalizations-json-map
اخراجا	إِخْرَاجًا	vocalizations-json-map
اخراجكم	إِخْرَاجِكُمْ	vocalizations-json-map
اخراجهم	إِخْرَاجُهُمْ	vocalizations-json-map
اخراكم	أُخْرَاكُمْ	vocalizations-json-map
اخراهم	أُخْرَاهُمْ	vocalizations-json-map
اخرتن	أَخَّرْتَنِ	vocalizations-json-map
اخرتنا	أَخَّرْتَنَا	vocalizations-json-map
اخرتني	أَخَّرْتَنِي	vocalizations-json-map
اخرج	اخْرُجْ	vocalizations-json-map
اخرجت	أُخْرِجَتْ	vocalizations-json-map
اخرجتك	أَخْرَجَتْكَ	vocalizations-json-map
اخرجتم	أُخْرِجْتُمْ	vocalizations-json-map
اخرجك	أَخْرَجَكَ	vocalizations-json-map
اخرجكم	أَخْرَجَكُمْ	vocalizations-json-map
اخرجنا	أُخْرِجْنَا	vocalizations-json-map
اخرجني	أَخْرَجَنِي	vocalizations-json-map
اخرجه	أَخْرَجَهُ	vocalizations-json-map
اخرجوا	اخْرُجُوا	vocalizations-json-map
اخرجوكم	أَخْرَجُوكُمْ	vocalizations-json-map
اخرجوهم	أَخْرِجُوهُمْ	vocalizations-json-map
اخرقتها	أَخَرَقْتَهَا	vocalizations-json-map
اخرنا	أَخَّرْنَا	vocalizations-json-map
اخزا	أَخْزَى	vocalizations-json-map
اخزيته	أَخْزَيْتَهُ	vocalizations-json-map
اخسءوا	اخْسَئُوا	vocalizations-json-map
اخطاء	أَخْطَاءٍ	vocalizations-paired-words
اخطاتم	أَخْطَأْتُمْ	vocalizations-json-map
اخطانا	أَخْطَأْنَا	vocalizations-json-map
اخفق	أَخْفَقَ	vocalizations-paired-words
اخفي	أُخْفِيَ	vocalizations-json-map
اخفيتم	أَخْفَيْتُمْ	vocalizations-json-map
اخفيها	أُخْفِيهَا	vocalizations-json-map
اخلد	أَخْلَدَ	vocalizations-json-map
اخلده	أَخْلَدَهُ	vocalizations-json-map
اخلصناهم	أَخْلَصْنَاهُمْ	vocalizations-json-map
اخلفنا	أَخْلَفْنَا	vocalizations-json-map
اخلفني	اخْلُفْنِي	vocalizations-json-map
اخلفوا	أَخْلَفُوا	vocalizations-json-map
اخلق	أَخْلُقُ	vocalizations-json-map
اخنه	أَخُنْهُ	vocalizations-json-map
اخواتكم	أَخَوَاتِكُمْ	vocalizations-json-map
اخواتهن	أَخَوَاتِهِنَّ	vocalizations-json-map
اخوالكم	أَخْوَالِكُمْ	vocalizations-json-map
اخوان	إِخْوَانَ	vocalizations-json-map
اخوانا	إِخْوَانًا	vocalizations-json-map
اخوانكم	إِخْوَانِكُمْ	vocalizations-json-map
اخوانهم	إِخْوَانَهُمْ	vocalizations-json-map
اخوانهن	إِخْوَانِهِنَّ	vocalizations-json-map
اخوة	إِخْوَةً	vocalizations-json-map
اخوتك	إِخْوَتِكَ	vocalizations-json-map
اخوتي	إِخْوَتِي	vocalizations-json-map
اخوك	أَخُوكَ	vocalizations-json-map
اخوهم	أَخُوهُمْ	vocalizations-json-map
اخويكم	أَخَوَيْكُمْ	vocalizations-json-map
اخي	أَخِي	vocalizations-json-map
اخيرا	أَخِيرًا	vocalizations-paired-words
اخيرة	أَخِيرَةٍ	vocalizations-paired-words
اخيه	أَخِيهِ	vocalizations-json-map
ادا	إِدًّا	vocalizations-json-map
اداء	أَدَاءٍ	vocalizations-paired-words
ادارة	إِدَارَةِ	vocalizations-paired-words
ادارك	ادَّارَكَ	vocalizations-json-map
اداركوا	ادَّارَكُوا	vocalizations-json-map
ادب	أَدَبِ	vocalizations-paired-words
ادباء	أُدَبَاءُ	vocalizations-paired-words
ادباركم	أَدْبَارِكُمْ	vocalizations-json-map
ادبارها	أَدْبَارِهَا	vocalizations-json-map
ادبارهم	أَدْبَارَهُمْ	vocalizations-json-map
ادبر	أَدْبَرَ	vocalizations-json-map
ادبية	أَدَبِيَّةً	vocalizations-paired-words
ادت	أدَّتْ	vocalizations-paired-words
ادخال	إِدْخَالِ	vocalizations-paired-words
ادخل	ادْخُلِ	vocalizations-json-map
ادخلا	ادْخُلَا	vocalizations-json-map
ادخلت	أَدْخَلَتْ	vocalizations-paired-words
ادخلني	أَدْخِلْنِي	vocalizations-json-map
ادخلوا	ادْخُلُوا	vocalizations-json-map
ادخلوها	ادْخُلُوهَا	vocalizations-json-map
ادخلي	ادْخُلِي	vocalizations-json-map
ادر	أَدْرِ	vocalizations-json-map
ادراج	إدْرَاجِ	vocalizations-paired-words
ادراك	أَدْرَاكَ	vocalizations-json-map
ادراكم	أَدْرَاكُمْ	vocalizations-json-map
ادركه	أَدْرَكَهُ	vocalizations-json-map
ادري	أَدْرِي	vocalizations-json-map
ادريس	إِدْرِيسَ	vocalizations-json-map
ادع	ادْعُ	vocalizations-json-map
ادعهن	ادْعُهُنَّ	vocalizations-json-map
ادعو	أَدْعُو	vocalizations-json-map
ادعوا	ادْعُوا	vocalizations-json-map
ادعوتموهم	أَدَعَوْتُمُوهُمْ	vocalizations-json-map
ادعوكم	أَدْعُوكُمْ	vocalizations-json-map
ادعوني	ادْعُونِي	vocalizations-json-map
ادعوهم	ادْعُوهُمْ	vocalizations-json-map
ادعياءكم	أَدْعِيَاءَكُمْ	vocalizations-json-map
ادعياءهم	أَدْعِيَائِهِمْ	vocalizations-json-map
ادفع	ادْفَعْ	vocalizations-json-map
ادفعوا	ادْفَعُوا	vocalizations-json-map
ادلة	أَدِلَّةً	vocalizations-paired-words
ادلك	أَدُلُّكَ	vocalizations-json-map
ادلكم	أَدُلُّكُمْ	vocalizations-json-map
ادمان	إدْمَانِ	vocalizations-paired-words
ادنا	أَدْنَى	vocalizations-json-map
ادها	أَدْهَى	vocalizations-json-map
ادوا	أَدُّوا	vocalizations-json-map
ادوات	أدوات	vocalizations-paired-words
ادواره	أَدْوارِهِ	vocalizations-paired-words
اديرة	أَدْيِرَةِ	vocalizations-paired-words
اديس	أَدِيس	vocalizations-paired-words
اديما	أَدِيمَا	vocalizations-paired-words
اذ	إِذِ	vocalizations-json-map
اذا	إِذًا	vocalizations-json-map
اذابة	إذَابَةِ	vocalizations-paired-words
اذاعوا	أَذَاعُوا	vocalizations-json-map
اذاقهم	أَذَاقَهُمْ	vocalizations-json-map
اذاهم	أَذَاهُمْ	vocalizations-json-map
اذبحك	أَذْبَحُكَ	vocalizations-json-map
اذقنا	أَذَقْنَا	vocalizations-json-map
اذقناه	أَذَقْنَاهُ	vocalizations-json-map
اذكر	اذْكُرْ	vocalizations-json-map
اذكركم	أَذْكُرْكُمْ	vocalizations-json-map
اذكرني	اذْكُرْنِي	vocalizations-json-map
اذكره	أَذْكُرَهُ	vocalizations-json-map
اذكروا	اذْكُرُوا	vocalizations-json-map
اذلة	أَذِلَّةٌ	vocalizations-json-map
اذلك	أَذَلِكَ	vocalizations-json-map
اذن	أَذَّنَ	vocalizations-json-map
اذنت	أَذِنْتَ	vocalizations-json-map
اذنه	إِذْنِهِ	vocalizations-json-map
اذنيه	أُذُنَيْهِ	vocalizations-json-map
اذهب	اذْهَبْ	vocalizations-json-map
اذهبا	اذْهَبَا	vocalizations-json-map
اذهبتم	أَذْهَبْتُمْ	vocalizations-json-map
اذهبوا	اذْهَبُوا	vocalizations-json-map
اذواق	أذْوَاقِ	vocalizations-paired-words
ارا	أَرَى	vocalizations-json-map
اراد	أَرَادَ	vocalizations-json-map
ارادا	أَرَادَا	vocalizations-json-map
ارادتهم	إرَادَتِهِمْ	vocalizations-paired-words
ارادني	أَرَادَنِي	vocalizations-json-map
ارادوا	أَرَادُوا	vocalizations-json-map
اراذلنا	أَرَاذِلُنَا	vocalizations-json-map
اراضي	أَرَاضِي	vocalizations-paired-words
اراغب	أَرَاغِبٌ	vocalizations-json-map
اراك	أَرَاكَ	vocalizations-json-map
اراكم	أَرَاكُمْ	vocalizations-json-map
اراكهم	أَرَاكَهُمْ	vocalizations-json-map
اراني	أَرَانِي	vocalizations-json-map
ارايت	أَرَأَيْتَ	vocalizations-json-map
ارايتك	أَرَأَيْتَكَ	vocalizations-json-map
ارايتكم	أَرَأَيْتَكُمْ	vocalizations-json-map
ارايتم	أَرَأَيْتُمْ	vocalizations-json-map
اربا	أَرْبَى	vocalizations-json-map
اربابا	أَرْبَابًا	vocalizations-json-map
اربع	أَرْبَعٍ	vocalizations-json-map
اربعة	أَرْبَعَةٌ	vocalizations-json-map
اربعين	أَرْبَعِينَ	vocalizations-json-map
اربعينيات	أَرْبَعِينِيَّاتِ	vocalizations-paired-words
اربيل	أَرْبِيلَ	vocalizations-paired-words
ارتابوا	ارْتَابُوا	vocalizations-json-map
ارتباط	ارْتِبَاطٍ	vocalizations-paired-words
ارتباطا	ارْتِبَاطًا	vocalizations-paired-words
ارتبتم	ارْتَبْتُمْ	vocalizations-json-map
ارتبط	ارْتَبَطَ	vocalizations-paired-words
ارتدوا	ارْتَدُّوا	vocalizations-json-map
ارتضا	ارْتَضَى	vocalizations-json-map
ارتفاع	ارْتِفَاعِ	vocalizations-paired-words
ارتفاعا	ارْتِفَاعًا	vocalizations-paired-words
ارتفع	ارْتَفَعَ	vocalizations-paired-words
ارتفعت	ارْتَفَعَتْ	vocalizations-paired-words
ارتكبتم	ارْتَكَبْتُمْ	vocalizations-paired-words
ارجاء	أَرْجَاءِ	vocalizations-paired-words
ارجاءها	أَرْجَائِهَا	vocalizations-json-map
ارجع	ارْجِعِ	vocalizations-json-map
ارجعه	أَرْجَعَهُ	vocalizations-paired-words
ارجعوا	ارْجِعُوا	vocalizations-json-map
ارجعون	ارْجِعُونِ	vocalizations-json-map
ارجعي	ارْجِعِي	vocalizations-json-map
ارجل	أَرْجُلٌ	vocalizations-json-map
ارجلكم	أَرْجُلِكُمْ	vocalizations-json-map
ارجلهم	أَرْجُلُهُمْ	vocalizations-json-map
ارجه	أَرْجِهْ	vocalizations-json-map
ارحام	أَرْحَامُ	vocalizations-json-map
ارحامكم	أَرْحَامَكُمْ	vocalizations-json-map
ارحامهن	أَرْحَامِهِنَّ	vocalizations-json-map
ارحم	أَرْحَمُ	vocalizations-json-map
